"year","state_fips","vera_total_pop_15to64","vera_female_pop_15to64","vera_male_pop_15to64","vera_aapi_pop_15to64","vera_black_pop_15to64","vera_latine_pop_15to64","vera_native_pop_15to64","vera_white_pop_15to64","vera_aapi_female_pop_15to64","vera_black_female_pop_15to64","vera_latine_female_pop_15to64","vera_native_female_pop_15to64","vera_white_female_pop_15to64","vera_aapi_male_pop_15to64","vera_black_male_pop_15to64","vera_latine_male_pop_15to64","vera_native_male_pop_15to64","vera_white_male_pop_15to64","vera_total_incarceration","vera_total_incarceration_rate","vera_total_jail_pop","vera_female_jail_pop","vera_male_jail_pop","vera_aapi_jail_pop","vera_black_jail_pop","vera_native_jail_pop","vera_white_jail_pop","vera_total_jail_pretrial","vera_total_jail_from_prison","vera_total_jail_adm","vera_total_jail_dis","vera_total_jail_pop_rate","vera_female_jail_pop_rate","vera_male_jail_pop_rate","vera_aapi_jail_pop_rate","vera_black_jail_pop_rate","vera_latine_jail_pop_rate","vera_native_jail_pop_rate","vera_white_jail_pop_rate","vera_total_jail_adm_rate","vera_total_jail_dis_rate","vera_total_jail_pretrial_rate","vera_total_prison_pop","vera_female_prison_pop","vera_male_prison_pop","vera_aapi_prison_pop","vera_black_prison_pop","vera_latine_prison_pop","vera_native_prison_pop","vera_white_prison_pop","vera_aapi_female_prison_pop","vera_black_female_prison_pop","vera_latine_female_prison_pop","vera_native_female_prison_pop","vera_white_female_prison_pop","vera_aapi_male_prison_pop","vera_black_male_prison_pop","vera_latine_male_prison_pop","vera_native_male_prison_pop","vera_white_male_prison_pop","vera_total_prison_adm","vera_female_prison_adm","vera_male_prison_adm","vera_aapi_prison_adm","vera_black_prison_adm","vera_latine_prison_adm","vera_native_prison_adm","vera_white_prison_adm","vera_aapi_female_prison_adm","vera_black_female_prison_adm","vera_latine_female_prison_adm","vera_native_female_prison_adm","vera_white_female_prison_adm","vera_aapi_male_prison_adm","vera_black_male_prison_adm","vera_latine_male_prison_adm","vera_native_male_prison_adm","vera_white_male_prison_adm","vera_total_prison_pop_rate","vera_female_prison_pop_rate","vera_male_prison_pop_rate","vera_aapi_prison_pop_rate","vera_black_prison_pop_rate","vera_latine_prison_pop_rate","vera_native_prison_pop_rate","vera_white_prison_pop_rate","vera_aapi_female_prison_pop_rate","vera_black_female_prison_pop_rate","vera_latine_female_prison_pop_rate","vera_native_female_prison_pop_rate","vera_white_female_prison_pop_rate","vera_aapi_male_prison_pop_rate","vera_black_male_prison_pop_rate","vera_latine_male_prison_pop_rate","vera_native_male_prison_pop_rate","vera_white_male_prison_pop_rate","vera_total_prison_adm_rate","vera_female_prison_adm_rate","vera_male_prison_adm_rate","vera_aapi_prison_adm_rate","vera_black_prison_adm_rate","vera_latine_prison_adm_rate","vera_native_prison_adm_rate","vera_white_prison_adm_rate"
1989,"53",3139602,1558650,1580952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13155.62217,419.02197,6439.42217,659.032,6065.79017,60.8,1153.862,255.118,4495.14217,3159.89217,211.8,240188.72,235484.152,205.10314,42.28223,383.67959,NA,NA,NA,NA,NA,7650.29198,7500.44598,100.64627,6928,331,6597,66,1377,721,250,4439,5,62,13,18,228,61,1315,708,232,4211,4155,284,3871,36,792,666,134,2293,6,54,15,20,160,30,738,651,114,2133,220.66491,21.23633,417.28022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.34162,18.2209,244.85247,NA,NA,NA,NA,NA
1989,"55",3130410,1572220,1558190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12175.39878,388.93943,5455.03478,443.73765,5091.49713,9.16618,1856.864,150.56053,3346.29922,1724.52017,67.636,143567.434,136796.542,174.25944,28.22364,326.75714,NA,NA,NA,NA,NA,4586.21823,4369.92413,55.08928,6788,303,6485,5,2646,391,148,3989,3,145,7,3,152,2,2501,384,145,3837,3254,193,3061,NA,1337,146,38,1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.84061,19.27211,416.18801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.94805,12.27564,196.44588,NA,NA,NA,NA,NA
1989,"54",1171102,599112,571990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2925.72133,249.82635,1532.48333,87.08267,1148.13453,0,203.01333,1.078,1284.19667,739.882,142.762,24015.17467,23822.758,130.85823,14.53529,200.72633,NA,NA,NA,NA,NA,2050.64757,2034.21717,63.17827,1536,73,1463,1,221,2,1,1313,0,10,0,0,63,1,211,2,1,1250,925,80,845,NA,176,6,0,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.15852,12.1847,255.7737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.98543,13.3531,147.72986,NA,NA,NA,NA,NA
1989,"56",295088,145087,150001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491.32174,505.38203,512.92174,54.80609,429.07217,1.134,10.898,28.87783,388.90391,235.41174,47.6,19606.85539,18017.4453,173.81992,37.77464,286.04621,NA,NA,NA,NA,NA,6644.4096,6105.78719,79.77679,1026,83,943,1,57,102,52,804,0,6,5,4,68,1,51,97,48,736,422,63,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.69289,57.20706,628.66248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.00819,43.42222,239.33174,NA,NA,NA,NA,NA
1990,"01",2658904,1366688,1292216,15977,630460,16142,10958,1985617,8972,344618,7586,6172,1000513,14235,285842,8556,5707,985104,21261.844,799.64692,6357.204,487.554,5784.05,5.70182,3660.874,3.97127,2589.51,3526.054,760.36,210549.338,204574.764,239.09114,35.67413,447.60706,35.68766,580.66713,255.30406,36.24085,130.41337,7918.65137,7693.95074,132.61306,15665,955,14710,2,9801,1,4,5747,0,519,0,0,326,2,9282,1,4,5421,7291,510,6781,NA,4120,0,0,2712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.15252,69.87696,1138.35458,12.51799,1554.5792,6.19502,36.50301,289.43145,0,150.60154,0,0,32.58328,14.04988,3247.24848,11.6877,70.08936,550.29723,274.21073,37.31649,524.75747,NA,653.4911,0,0,136.58223
1990,"02",376499,175049,201450,12916,14383,11039,51058,287129,6968,8488,5293,25374,131552,7010,8208,6473,25684,155577,2622,696.41619,771,49,722,NA,NA,NA,NA,564,NA,1389,NA,204.78142,27.99216,358.40159,NA,NA,NA,NA,NA,368.92528,NA,149.80119,1851,79,1772,28,307,67,842,1478,3,19,3,51,88,25,288,64,791,1390,1389,125,1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.63477,45.13022,879.62274,216.78538,2134.4643,606.93903,1649.10494,514.75121,43.05396,223.84543,56.67863,200.99314,66.8937,356.63338,3508.77193,988.72239,3079.73836,893.44826,368.92528,71.40858,627.45098,NA,NA,NA,NA,NA
1990,"04",2346608,1171700,1174908,38121,68161,429808,112709,1697809,20250,31629,211267,58631,849923,17871,36532,218541,54078,847886,20392.89,869.03692,6380.09,629.554,5967.336,16.216,1039.662,327.364,3522.31,4202.296,248.2,180943.004,165621.702,271.88563,53.72997,507.89815,42.53823,1525.30333,411.79085,290.45063,207.46209,7710.83215,7057.91943,179.07959,14261,835,13426,11,2447,3819,464,11282,1,164,163,34,580,10,2283,3656,430,10702,6657,571,6086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.72826,71.26398,1142.72777,28.85549,3590.02949,888.53628,411.67964,664.50349,4.93827,518.51149,77.15355,57.9898,68.24148,55.95658,6249.31567,1672.91263,795.14775,1262.19798,283.68607,48.73261,517.998,NA,NA,NA,NA,NA
1990,"05",1491112,762145,728967,8821,218268,12290,8332,1243725,4828,123987,5638,4237,628993,5115,103589,6652,4151,614732,9384.892,629.38881,2362.30095,186.29436,2028.26455,4.4,1074.05296,7.22812,1327.42072,1378.75091,299.40895,104166.51741,101901.42395,158.42545,24.44343,278.23818,49.88097,492.0799,569.27796,86.75138,106.72944,6985.82785,6833.92153,92.46461,7322,435,6887,1,3135,38,1,3579,0,187,2,1,183,1,2948,36,0,3396,4273,396,3877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.04293,57.07575,944.76156,11.33658,1436.30766,309.19447,12.00192,287.76458,0,150.82226,35.47357,23.6016,29.09412,19.55034,2845.86201,541.19062,0,552.43586,286.56466,51.95862,531.84849,NA,NA,NA,NA,NA
1990,"06",20018219,9798743,10219476,1904965,1416122,5068783,130375,11497974,982216,769855,2370667,66440,5670007,925163,706710,2698116,63935,5827967,168362.928,841.04849,72710.328,8903.09,63351.238,1062.002,20125.734,445.132,25478.868,33679.814,1656.4,1612676.404,1596518.368,363.22076,90.85951,619.90691,55.74916,1421.18645,491.32346,341.42435,221.59441,8056.04337,7975.32672,168.24581,97309,6502,90807,NA,34365,29212,NA,57810,NA,2175,1496,NA,3401,NA,32190,27716,NA,54409,95762,7723,88039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.10219,66.35545,888.56806,NA,2426.6977,576.31191,NA,502.78423,NA,282.52073,63.1046,NA,59.98229,NA,4554.90937,1027.2353,NA,933.58456,478.37422,78.81623,861.48253,NA,NA,NA,NA,NA
1990,"08",2224738,1107473,1117265,80623,87713,271811,16363,1811444,43656,65644,134205,8281,903019,37264,71177,138269,8331,908425,12842.37053,577.25317,5796.35235,455.50646,5420.69542,34.844,1515.67153,46.53982,2965.10293,2334.8138,624.98182,174710.92545,173208.54909,260.5409,41.13025,485.17544,43.21844,1727.98962,503.54127,284.42106,163.68725,7853.10115,7785.57066,104.94781,7671,433,7238,20,1645,1791,65,5056,4,120,74,3,249,16,1525,1717,62,4807,3439,292,3147,NA,676,773,16,1511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.80465,39.09802,647.83198,24.80682,1875.43466,658.91373,397.23767,279.11434,9.16254,182.80422,55.13953,36.22751,27.57417,42.93688,2142.54605,1241.78232,744.20838,529.15761,154.58,26.36633,281.66997,NA,770.69534,284.38878,97.78158,83.41412
1990,"09",2211098,1117349,1093749,36154,177303,139621,4312,1853708,17949,93801,71129,2103,932367,18205,83502,68492,2209,921341,10500,474.87719,2729,299,2430,NA,NA,NA,NA,1915,NA,12107,NA,123.42284,26.75977,222.17163,NA,NA,NA,NA,NA,547.55601,NA,86.60855,7771,384,7387,21,5104,2542,8,2800,1,286,157,1,214,20,4818,2385,7,2586,12107,853,11254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.45435,34.36706,675.38347,58.08486,2878.6879,1820.64303,185.52876,151.0486,5.57134,304.9008,220.72572,47.55112,22.95234,109.85993,5769.92168,3482.1585,316.88547,280.67784,547.55601,76.34141,1028.93808,NA,NA,NA,NA,NA
1990,"10",447657,227990,219667,6580,72694,10527,1374,356482,3422,38757,4837,681,180293,3158,33937,5690,693,176189,3471,775.37043,1230,127,1103,NA,NA,NA,NA,662,NA,1074,NA,274.76394,55.7042,502.12367,NA,NA,NA,NA,NA,239.91583,NA,147.88108,2241,99,2142,5,2255,128,1,1148,1,153,4,0,69,4,2102,124,1,1079,1074,91,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.60649,43.42296,975.11233,75.98784,3102.04419,1215.92097,72.7802,322.0359,29.22268,394.7674,82.69589,0,38.27104,126.66244,6193.82974,2179.26186,144.30014,612.41054,239.91583,39.91403,447.49553,NA,NA,NA,NA,NA
1990,"11",433714,227706,206008,8963,266848,25527,920,131456,4888,145071,12127,473,65147,4075,121777,13400,447,66309,11639,2683.56567,1692,407,1285,0,1592,0,62,678,0,15988,15988,390.11883,178.73925,623.76218,0,596.59432,148.86199,0,47.16407,3686.30019,3686.30019,156.32421,9947,606,9341,0,9774,9,0,142,0,552,0,0,32,0,9222,9,0,110,6106,258,5848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2293.44683,266.13264,4534.28993,0,3662.75932,35.25679,0,108.02093,0,380.50334,0,0,49.11968,0,7572.85859,67.16418,0,165.89,1407.84019,113.304,2838.72471,NA,NA,NA,NA,NA
1990,"12",8133644,4125582,4008062,108226,1071974,1080026,23544,5849874,58815,566580,538645,11434,2950108,49450,505394,541381,12110,2899766,76410.954,939.44306,32626.43,3358.964,28799.466,42.93,16695.90036,21.44,13222.042,21808.214,602.476,783729.096,763891.82,401.12931,81.41794,718.53844,39.66699,1557.49117,209.10453,91.06354,226.02268,9635.64543,9391.75381,268.12354,44387,2664,41723,15,25344,3060,7,18132,5,1520,56,0,1026,10,23824,3004,7,17106,43569,4218,39351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.72096,64.57271,1040.97691,13.85989,2364.23645,283.32651,29.73157,309.95539,8.50123,268.27632,10.39646,0,34.77839,20.22245,4713.94595,554.87725,57.80347,589.90967,535.66397,102.24012,981.79619,NA,NA,NA,NA,NA
1990,"13",4392372,2230152,2162220,71276,1124314,79769,9516,3127009,38211,604140,33598,5040,1561614,38786,522181,49451,5744,1565395,40100.23839,912.95178,19949.33971,1586.63403,19149.54567,23.68,13797.95193,14.91,6747.45851,10228.74723,2260.10131,513108.957,500198.24625,454.18147,71.14466,885.6428,33.22296,1227.23296,363.51712,156.68348,215.77995,11681.81923,11387.88441,232.87525,22411,1243,21168,5,14718,189,13,7497,0,693,8,1,414,5,14025,181,12,7083,17155,1425,15730,17,13645,22,7,6728,0,1202,0,1,572,17,12443,22,6,6156,510.22545,55.73611,978.99381,7.01498,1309.06491,236.93415,136.61202,239.74987,0,114.70851,23.81094,19.84127,26.51103,12.89125,2685.85031,366.01889,208.91365,452.47366,390.56346,63.89699,727.49304,23.85095,1213.62893,27.57964,73.56032,215.15768
1990,"15",750569,365732,384837,463350,18423,50042,2878,215876,235919,6445,24615,1362,97391,227431,11978,25427,1516,118485,2533,337.4773,825,79,746,NA,NA,NA,NA,683,NA,826,NA,109.91661,21.60052,193.8483,NA,NA,NA,NA,NA,110.04984,NA,90.99763,1708,92,1616,1370,142,87,37,604,76,10,4,4,66,1294,132,83,33,538,826,77,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.56069,25.15503,419.91804,295.67282,770.77566,173.85396,1285.61501,279.79025,32.21445,155.15904,16.25025,293.68576,67.76807,568.96377,1102.02037,326.42467,2176.781,454.06592,110.04984,21.05367,194.62786,NA,NA,NA,NA,NA
1990,"16",626405,311032,315373,6292,2138,31902,8161,578379,3573,3728,13877,4096,289242,9794,1795,18075,4071,289137,2970.82143,474.26528,1135.50943,95.776,1036.83829,3.946,23.808,57.631,792.52957,438.508,125.688,45725.61086,44278.19571,181.274,30.79297,328.76571,62.71456,1113.56408,801.24586,706.17571,137.02599,7299.68804,7068.62105,70.00391,1961,120,1841,14,29,230,84,1820,0,2,15,6,100,14,27,215,78,1720,1129,116,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.05625,38.58124,583.75321,222.50477,1356.40786,720.95793,1029.28563,314.67256,0,53.64807,108.09253,146.48438,34.57313,142.94466,1504.17827,1189.48824,1915.99116,594.87371,180.23483,37.2952,321.20695,NA,NA,NA,NA,NA
1990,"17",7541268,3807276,3733992,203216,1089286,599979,12863,5639413,103059,601569,273818,6570,2837821,101791,504452,326161,6555,2801592,38930.68536,516.23527,11683.25386,795.22211,11177.6463,224.69625,7163.5873,14.47,3597.30586,9371.89314,268.5685,252914.446,245519.74247,154.92426,20.8869,299.34843,110.57016,657.64063,164.97721,112.4932,63.78866,3353.739,3255.6825,124.27477,27516,1183,26333,26,16825,2449,39,7909,3,605,48,9,353,23,16220,2401,30,7556,18309,1121,17188,1158,11191,425,28,5057,25,716,6,4,342,1133,10475,328,24,4715,364.87233,31.07208,705.22379,12.79427,1544.58976,408.18095,303.19521,140.24509,2.91095,100.57034,17.52989,136.9863,12.43912,22.59532,3215.37034,736.13951,457.6659,269.7038,242.7841,29.44362,460.31165,569.83702,1027.37022,70.83581,217.67861,89.67245
1990,"18",3661340,1855975,1805365,32821,274796,63549,8231,3286828,16374,147020,30859,4147,1659666,16677,127812,33153,4254,1627162,18798.78475,513.44002,6644.195,455.0765,5992.3185,3.58,1664.20449,6.30164,4724.94888,3558.649,581.41025,183950.512,178065.1772,181.46894,24.51954,331.91729,10.90765,605.61452,182.75747,76.55979,143.75407,5024.13084,4863.38819,97.19526,12736,681,12055,3,4782,233,17,7877,1,216,4,1,406,2,4566,229,16,7471,5248,465,4783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.85079,36.6923,667.73201,9.14049,1740.2,366.64621,206.53627,239.65355,6.10724,146.91879,12.96218,24.11382,24.46275,11.99256,3572.43451,690.73689,376.1166,459.14297,143.3355,25.05422,264.93258,NA,NA,NA,NA,NA
1990,"19",1747425,880276,867149,17255,29418,19552,4216,1677227,8609,14740,9319,2194,845974,10888,15439,10588,3157,831253,5343.97275,305.81986,1391.80766,118.78782,1230.79149,10.13818,230.35369,18.57418,1002.26885,798.40582,14.83491,73692.06909,71844.43215,79.64906,13.49438,141.93541,58.75504,783.03654,333.1117,440.56408,59.7575,4217.18066,4111.44582,45.69042,3967,212,3755,10,852,82,52,2987,0,42,0,2,133,10,810,82,50,2854,3101,275,2826,NA,478,10,29,2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.01976,24.08336,433.02823,57.95422,2896.18601,419.39444,1233.39658,178.09158,0,284.93894,0,91.1577,15.72152,91.84423,5246.45379,774.46165,1583.78207,343.33711,177.46112,31.2402,325.89555,NA,1624.85553,51.14566,687.85579,138.62167
1990,"20",1573855,784053,789802,28332,99241,57774,16239,1391918,17682,53128,28527,8653,696010,14662,54641,33891,8303,695908,8123.09973,516.12758,2408.34373,195.32383,2285.71869,10.92364,622.48128,16.832,1716.49014,1213.37756,60.244,95473.33029,93240.75714,153.02196,24.91207,289.40401,38.55583,627.24205,268.88297,103.6517,123.31834,6066.20879,5924.35498,77.09589,5775,284,5491,24,1975,306,81,3349,0,99,5,2,138,24,1876,301,79,3211,3609,340,3269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.93342,36.22204,695.23754,84.70987,1990.1049,529.65002,498.79919,240.60325,0,186.34242,17.52725,23.11337,19.8273,163.68845,3433.3193,888.14139,951.46333,461.41157,229.30956,43.36442,413.90121,NA,NA,NA,NA,NA
1990,"21",2443225,1241299,1201926,17198,167303,15513,3873,2245506,10263,87493,6985,2570,1138919,9549,79872,8924,2436,1106587,13881.13227,568.14793,5814.15279,537.43761,5268.25824,6.41,1389.09782,2.056,4341.62489,2360.50527,956.02053,274309.16239,273971.42315,237.97042,43.29639,438.31802,37.27178,830.28865,294.25867,53.08546,193.34729,11227.33937,11213.51587,96.61432,9023,479,8544,0,2733,0,2,6256,0,170,0,0,277,0,2563,0,2,5979,4698,407,4291,0,1412,0,0,3604,0,145,0,0,307,0,1264,0,0,3295,369.30696,38.58861,710.85907,0,1633.56306,0,51.63956,278.6009,0,194.30126,0,0,24.32131,0,3208.88421,0,82.10181,540.30998,192.28683,32.78823,357.01033,0,843.97769,0,0,160.49835
1990,"22",2736286,1408096,1328190,27091,796615,62848,11342,1838390,14018,432640,31171,5576,924947,14371,363975,31677,6152,913443,27169.47826,992.93269,12402.87826,962.1,11670.97826,29.08297,8791.8447,11.292,3538.09157,5924.33617,3832.4,187309.416,181458.042,453.27419,68.32631,878.713,107.35288,1103.65041,699.9893,99.55916,192.45598,6845.38882,6631.54517,216.51012,18599,775,17824,0,13368,0,0,5151,0,538,0,0,160,0,12830,0,0,4991,7502,516,6986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679.71696,55.03886,1341.97668,0,1678.10046,0,0,280.19082,0,124.35281,0,0,17.29829,0,3524.96737,0,0,546.39425,274.16725,36.64523,525.97896,NA,NA,NA,NA,NA
1990,"23",810010,408131,401879,4563,3309,4246,3923,793969,2454,1163,2106,1995,400413,2109,2146,2140,1928,393556,2352.6,290.44086,844,45.808,853.392,7.98,11.4,14.92,812.8,388.6,14.4,38632.58,38214.124,104.19624,11.22385,212.35048,174.88494,344.51496,1069.24164,380.32118,102.37176,4769.39544,4717.73484,47.97472,1523,44,1479,0,30,4,10,1485,0,1,0,0,45,0,29,4,10,1440,888,44,844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.02237,10.78085,368.02122,0,906.61831,94.20631,254.90696,187.03501,0,85.98452,0,0,11.2384,0,1351.35135,186.91589,518.6722,365.89456,109.62828,10.78085,210.01346,NA,NA,NA,NA,NA
1990,"24",3277176,1668124,1609052,101027,813345,89596,8937,2264271,52432,433690,43618,4414,1133970,48595,379655,45978,4523,1130301,26582.2,811.13129,8850.4,768.936,7710.864,12.324,5109.6,34.31,3185,4831.672,116.2,100397.216,99569.892,270.06178,46.09585,479.21783,12.19872,628.2205,216.311,383.90959,140.66337,3063.52835,3038.28333,147.43401,17848,877,16971,0,13672,0,6,3924,0,537,0,2,189,0,13135,0,4,3735,8193,601,7592,NA,5299,0,4,1766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.61524,52.57403,1054.72042,0,1680.95949,0,67.13662,173.30081,0,123.82116,0,45.31038,16.66711,0,3459.72001,0,88.43688,330.44295,250.00183,36.0285,471.83062,NA,651.50705,0,44.75775,77.9942
1990,"25",4064201,2068625,1995576,102477,189152,186720,7470,3578382,51466,97895,94644,4653,1820832,51011,91257,92076,3682,1757550,13902.4,342.0697,5879.8,29.92,5865.28,43.4,1441.74,14,3001,1727.8,322.4,50083.164,48144.492,144.67296,1.44637,293.91414,42.35097,762.2124,754.3916,187.41633,83.86472,1232.30037,1184.59919,42.51266,8345,596,7749,43,3008,1588,13,4289,0,113,109,2,272,43,2895,1479,11,4017,5311,386,4925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.32941,28.81141,388.30894,41.96064,1590.25546,850.47129,174.02945,119.85864,0,115.4298,115.16842,42.98302,14.93823,84.29554,3172.35938,1606.28177,298.75068,228.5568,130.67759,18.65974,246.79591,NA,NA,NA,NA,NA
1990,"26",6137678,3119399,3018279,89249,829904,127101,35450,5073445,45480,448920,86245,19116,2553809,43898,381200,64755,17368,2519636,45219.36117,736.7503,11278.81317,966.64078,10226.11031,17.876,4340.07552,62.46408,6499.9675,5131.64026,326.452,241704.976,238321.018,183.76352,30.98805,338.806,20.02936,522.96115,265.6832,176.20333,128.11743,3938.0524,3882.91823,83.60882,34267,1688,32579,20,19645,491,121,13769,0,1029,30,5,522,20,18616,461,116,13247,13362,855,12507,11,7701,4,50,5525,1,513,0,9,347,10,7188,4,41,5178,558.3056,54.11299,1079.38994,22.40921,2367.14126,386.30695,341.32581,271.3935,0,229.21679,34.78463,26.1561,20.44006,45.56016,4883.52571,711.91414,667.89498,525.75054,217.70448,27.40913,414.37521,12.32507,927.93865,3.1471,141.04372,108.90036
1990,"27",2837011,1420259,1416752,103364,58028,32391,29446,2672046,52669,33596,15387,16723,1339393,53398,33559,18399,14429,1332653,6709.22261,236.48913,3573.88194,222.72974,3356.07148,30.03522,625.62383,214.25948,2578.55597,1078.18436,40.65933,130160.76606,127492.96765,125.9735,15.68233,236.88489,29.05772,1078.14129,376.36303,727.63526,96.50118,4587.95423,4493.91869,38.00424,3176,159,3017,2,897,109,254,1895,0,59,4,10,89,2,838,105,244,1806,2406,183,2223,NA,770,68,134,1491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.94881,11.19514,212.95188,1.93491,1545.80547,336.51323,862.59594,70.91944,0,175.61614,25.99597,59.79788,6.6448,3.74546,2497.09467,570.68319,1691.03888,135.51915,84.80757,12.88497,156.9082,NA,1326.94561,209.93486,455.0703,55.79994
1990,"28",1649746,851858,797888,9679,548636,9810,5150,1077715,5370,299347,4909,2861,540557,5145,249289,5097,2621,537158,11393.79245,690.63919,3881.16033,258.56904,3603.02878,4.81,2894.0213,4.07273,963.40583,1884.65893,862.36788,112595.508,105399.134,235.25805,30.35354,451.57074,49.69522,527.49388,840.88778,79.08208,89.39338,6825.02082,6388.80979,114.23934,8375,448,7927,7,5923,28,6,2358,1,260,2,0,141,6,5663,26,6,2217,3785,301,3484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.65391,52.59092,993.49783,72.32152,1079.58647,285.42304,116.50485,218.79625,18.62197,86.85572,40.7415,0,26.08421,116.61808,2271.6606,510.10398,228.92026,412.72773,229.42926,35.33453,436.65276,NA,NA,NA,NA,NA
1990,"29",3300651,1681127,1619524,30655,347233,39618,13581,2871029,16783,189083,19747,6896,1452305,22007,162934,22951,7451,1418724,19581.32745,593.25653,4790.90955,406.30964,4283.50381,7.27182,1964.37939,8.744,2630.27619,3055.64702,152.58209,134149.22252,132412.90017,145.15044,24.16888,264.49153,23.72148,565.7237,194.52785,64.38407,91.61441,4064.32617,4011.72072,92.5771,14943,777,14166,4,6855,136,25,8000,0,324,8,0,394,4,6531,128,25,7606,8152,646,7506,NA,3343,43,5,4605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.72887,46.21899,874.70146,13.04844,1974.17872,343.27831,184.0807,278.64574,0,171.35332,40.51248,0,27.12929,18.17603,4008.37149,557.7099,335.52543,536.11555,246.98158,38.4266,463.46951,NA,962.75412,108.53652,36.81614,160.39545
1990,"30",504819,251392,253427,4965,2341,13524,29220,466372,2899,1098,7167,15143,231969,4100,3153,7859,15501,234403,2073.512,410.74365,668.8,62.216,630.184,1,8.764,138.26945,509.744,386.558,20.288,31142.86,30322.564,132.48313,24.7486,248.6649,20.14099,374.36993,209.97688,473.20142,109.29987,6169.11408,6006.62099,76.57358,1425,76,1349,1,21,40,254,1137,1,1,2,14,48,0,20,38,240,1089,662,54,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.27939,30.23167,532.30319,20.14099,897.05254,295.77048,869.26762,243.7968,34.49465,91.07468,27.90568,92.45196,20.69242,0,634.31652,483.52208,1548.28721,464.5845,131.13611,21.4804,239.9113,NA,NA,NA,NA,NA
1990,"31",994200,499003,495197,9008,35975,25839,10049,921188,5252,41968,12277,5517,462278,5184,18925,16025,6120,458910,4007.63923,403.10191,1634.43923,139.94537,1480.53023,7.82,384.6303,81.322,1029.03497,640.54078,29.8,49949.96557,48753.80697,164.39743,28.045,298.97803,86.81172,1069.15998,417.15153,809.25465,111.70738,5024.13655,4903.82287,64.42776,2403,145,2258,0,785,111,95,1509,0,58,4,9,73,0,727,107,86,1436,1253,111,1142,NA,478,61,36,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.70187,29.05794,455.98015,0,2182.07088,429.58319,945.3677,163.81021,0,138.20053,32.58125,163.13214,15.79136,0,3841.47952,667.70671,1405.22876,312.91539,126.03098,22.24436,230.61529,NA,1328.70049,236.07725,358.2446,95.85448
