"year","state_fips","vera_total_pop_15to64","vera_female_pop_15to64","vera_male_pop_15to64","vera_aapi_pop_15to64","vera_black_pop_15to64","vera_latine_pop_15to64","vera_native_pop_15to64","vera_white_pop_15to64","vera_aapi_female_pop_15to64","vera_black_female_pop_15to64","vera_latine_female_pop_15to64","vera_native_female_pop_15to64","vera_white_female_pop_15to64","vera_aapi_male_pop_15to64","vera_black_male_pop_15to64","vera_latine_male_pop_15to64","vera_native_male_pop_15to64","vera_white_male_pop_15to64","vera_total_incarceration","vera_total_incarceration_rate","vera_total_jail_pop","vera_female_jail_pop","vera_male_jail_pop","vera_aapi_jail_pop","vera_black_jail_pop","vera_native_jail_pop","vera_white_jail_pop","vera_total_jail_pretrial","vera_total_jail_from_prison","vera_total_jail_adm","vera_total_jail_dis","vera_total_jail_pop_rate","vera_female_jail_pop_rate","vera_male_jail_pop_rate","vera_aapi_jail_pop_rate","vera_black_jail_pop_rate","vera_latine_jail_pop_rate","vera_native_jail_pop_rate","vera_white_jail_pop_rate","vera_total_jail_adm_rate","vera_total_jail_dis_rate","vera_total_jail_pretrial_rate","vera_total_prison_pop","vera_female_prison_pop","vera_male_prison_pop","vera_aapi_prison_pop","vera_black_prison_pop","vera_latine_prison_pop","vera_native_prison_pop","vera_white_prison_pop","vera_aapi_female_prison_pop","vera_black_female_prison_pop","vera_latine_female_prison_pop","vera_native_female_prison_pop","vera_white_female_prison_pop","vera_aapi_male_prison_pop","vera_black_male_prison_pop","vera_latine_male_prison_pop","vera_native_male_prison_pop","vera_white_male_prison_pop","vera_total_prison_adm","vera_female_prison_adm","vera_male_prison_adm","vera_aapi_prison_adm","vera_black_prison_adm","vera_latine_prison_adm","vera_native_prison_adm","vera_white_prison_adm","vera_aapi_female_prison_adm","vera_black_female_prison_adm","vera_latine_female_prison_adm","vera_native_female_prison_adm","vera_white_female_prison_adm","vera_aapi_male_prison_adm","vera_black_male_prison_adm","vera_latine_male_prison_adm","vera_native_male_prison_adm","vera_white_male_prison_adm","vera_total_prison_pop_rate","vera_female_prison_pop_rate","vera_male_prison_pop_rate","vera_aapi_prison_pop_rate","vera_black_prison_pop_rate","vera_latine_prison_pop_rate","vera_native_prison_pop_rate","vera_white_prison_pop_rate","vera_aapi_female_prison_pop_rate","vera_black_female_prison_pop_rate","vera_latine_female_prison_pop_rate","vera_native_female_prison_pop_rate","vera_white_female_prison_pop_rate","vera_aapi_male_prison_pop_rate","vera_black_male_prison_pop_rate","vera_latine_male_prison_pop_rate","vera_native_male_prison_pop_rate","vera_white_male_prison_pop_rate","vera_total_prison_adm_rate","vera_female_prison_adm_rate","vera_male_prison_adm_rate","vera_aapi_prison_adm_rate","vera_black_prison_adm_rate","vera_latine_prison_adm_rate","vera_native_prison_adm_rate","vera_white_prison_adm_rate"
1982,"11",452682,240078,212604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6632.512,1465.15921,2555.8,241.4,2314.4,0,2437.44,0,89.458,1183.2,4.288,16333.6,15254.4,564.5906,100.55065,1088.59664,NA,NA,NA,NA,NA,3608.18411,3369.78276,261.37554,4081,179,3902,0,3966,NA,0,115,0,168,NA,0,11,0,3798,NA,0,104,2721,195,2526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.51585,74.5591,1835.33706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.0842,81.2236,1188.1244,NA,NA,NA,NA,NA
1982,"10",406831,208664,198167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068,508.31918,555,41,514,NA,NA,NA,NA,301,NA,788,NA,136.42028,19.64881,259.37719,NA,NA,NA,NA,NA,193.69222,NA,73.9865,1513,58,1455,0,1209,NA,0,853,0,66,NA,0,32,0,1143,18,0,821,788,43,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.8989,27.79588,734.22921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.69222,20.60729,375.94554,NA,NA,NA,NA,NA
1982,"12",6688325,3442364,3245961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41111.154,614.6704,13786.898,1098.624,12696.674,6.202,6064.726,5.694,6712.638,8814.772,505.744,472448,470024.8,206.13379,31.91481,391.15301,NA,NA,NA,NA,NA,7063.77157,7027.54128,131.79342,27830,1246,26584,2,13471,615,3,14337,0,688,5,0,558,2,12783,610,3,13779,14900,904,13996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.0982,36.19606,818.98704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.77626,26.26102,431.18201,NA,NA,NA,NA,NA
1982,"13",3767600,1926628,1840972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20925.90315,555.41733,9923.98848,558.68215,9345.69833,7.094,5819.83253,1.55565,4042.40134,3931.78251,3403.08533,419066.324,450830.09867,263.40345,28.99793,507.65022,NA,NA,NA,NA,NA,11122.8985,11965.97565,104.35775,14405,660,13745,0,8499,5,0,5916,0,386,2,0,277,0,8113,3,0,5639,9768,598,9170,0,5917,3,2,4904,0,397,0,0,312,0,5520,3,2,4592,382.33889,34.25674,746.61646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.26319,31.03869,498.10644,NA,NA,NA,NA,NA
1982,"15",679646,332185,347461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461,214.96485,558,46,512,NA,NA,NA,NA,406,NA,231,NA,82.10156,13.84771,147.35467,NA,NA,NA,NA,NA,33.98828,NA,59.73698,903,29,874,991,68,NA,19,259,33,3,NA,1,27,958,65,NA,18,232,231,16,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.86328,8.73008,251.53902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.98828,4.81659,61.87745,NA,NA,NA,NA,NA
1982,"19",1838438,928198,910240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3663.88341,199.29328,870.36074,61.39558,788.27537,3.176,107.12731,6.192,713.6026,526.92519,35.47733,63479.09867,62933.288,47.3424,6.61449,86.60083,NA,NA,NA,NA,NA,3452.88221,3423.19338,28.66157,2829,121,2708,7,509,29,42,2242,0,22,1,2,96,7,487,28,40,2146,1813,77,1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.88063,13.03601,297.50396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.61633,8.29564,190.71893,NA,NA,NA,NA,NA
1982,"16",606806,302514,304292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647.46181,271.49728,642.20314,43.648,595.6141,0.494,13.31459,22.858,512.2422,322.65,38.74133,46264.47162,57867.6499,105.83335,14.42842,195.73768,NA,NA,NA,NA,NA,7624.26074,9536.43337,53.17185,1044,31,1013,3,29,106,33,885,0,1,3,1,18,3,28,103,32,867,826,41,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.0484,10.24746,332.90392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.12258,13.55309,257.97589,NA,NA,NA,NA,NA
1982,"17",7540671,3832349,3708322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22370.096,296.65922,8233.048,377.656,7848.344,42.024,5149.96,14.126,2283.334,6524.222,155.952,187406.4,184545.6,109.1819,9.85443,211.64138,NA,NA,NA,NA,NA,2485.27485,2447.33658,86.52044,14293,487,13806,3,8654,905,33,4677,0,309,19,10,149,3,8345,886,23,4528,9860,496,9364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.54547,12.70761,372.29777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.75759,12.94245,252.51313,NA,NA,NA,NA,NA
1982,"18",3584834,1825787,1759047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12019.89938,335.29863,3342.53938,233.69708,3134.21062,0,1093.03553,1.838,2169.82252,2272.17815,112.64,146106,141789.6,93.24112,12.7998,178.17663,NA,NA,NA,NA,NA,4075.66989,3955.26264,63.38308,8790,350,8440,1,3067,76,6,5716,0,166,0,2,182,1,2901,76,4,5534,4435,260,4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.19964,19.16982,479.80526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.71563,14.24043,237.34443,NA,NA,NA,NA,NA
1982,"20",1550231,775070,775161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.52637,278.63759,1328.78237,85.10617,1254.59325,4.368,274.3427,5.274,982.8925,758.12599,87.256,62962.57143,61511.85371,85.71512,10.98045,161.84938,NA,NA,NA,NA,NA,4061.49609,3967.91534,48.90407,3078,160,2918,9,1095,106,48,1926,0,67,2,4,89,9,1028,104,44,1837,2257,158,2099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.55105,20.6433,376.43793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.59121,20.38526,270.78246,NA,NA,NA,NA,NA
1982,"21",2399448,1216777,1182671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7206.17005,300.32616,3528.41538,240.73805,3265.81067,0,727.8659,1.608,2736.11149,1596.99918,353.24533,301638.144,328161.50667,147.05113,19.78489,276.13856,NA,NA,NA,NA,NA,12571.14736,13676.54172,66.55694,4031,159,3872,0,1119,0,0,2958,0,58,0,0,90,0,1061,0,0,2868,3198,219,2979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.99697,13.06731,327.39452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.28065,17.99837,251.88746,NA,NA,NA,NA,NA
1982,"22",2839129,1453313,1385816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16898.57988,595.20296,7928.16388,436.26708,7494.0968,18.454,5512.76697,2.592,2153.63534,3697.65792,1959.584,243797.888,240185.296,279.24634,30.0188,540.77142,NA,NA,NA,NA,NA,8587.06624,8459.82328,130.23917,10930,416,10514,0,7873,5,0,3062,0,299,0,0,117,0,7574,5,0,2945,3873,201,3672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.97722,28.62425,758.68658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.41508,13.83047,264.97024,NA,NA,NA,NA,NA
1982,"25",3900496,2005281,1895215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7371.624,188.99196,3106.6,10.272,3096.328,4.314,700.644,1.708,2045.68,786.632,68.976,30059.2,29424.8,79.64628,0.51225,163.37608,NA,NA,NA,NA,NA,770.65071,754.38611,20.16749,4334,217,4117,8,1554,290,4,3057,0,67,13,0,150,8,1487,277,4,2907,2549,328,2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.11407,10.82143,217.23129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.35066,16.35681,117.18987,NA,NA,NA,NA,NA
1982,"24",2964964,1516141,1448823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15704.432,529.66687,4426.2,246.328,4179.872,7.418,2740.45,1.952,1598.668,2493.756,338.768,67903.2,66079.2,149.28343,16.24704,288.50122,NA,NA,NA,NA,NA,2290.18632,2228.66787,84.10746,11617,366,11251,0,7973,NA,12,3018,0,276,NA,0,90,0,7697,NA,12,2928,5226,232,4994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391.80914,24.14023,776.56139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.25846,15.30201,344.69359,NA,NA,NA,NA,NA
1982,"23",738477,373646,364831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568.15938,212.35047,529.01538,13.92308,516.29231,1.42462,3.90031,8.18,510.23785,226.96492,70.856,22093.2,21116.8,71.636,3.72627,141.51547,NA,NA,NA,NA,NA,2991.72486,2859.5068,30.73419,1110,30,1080,0,17,1,12,970,0,1,0,0,31,0,16,1,12,939,564,14,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.30935,8.02899,296.02748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3734,3.74686,150.75473,NA,NA,NA,NA,NA
1982,"26",6025620,3068687,2956933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21999.9359,365.10659,7264.1919,557.21447,5998.46019,3.862,2956.82084,43.28965,4043.90356,3055.11256,177.256,184256.728,180256.952,120.55509,18.15807,202.86088,NA,NA,NA,NA,NA,3057.88828,2991.50879,50.70204,14913,624,14289,1,8647,167,58,5838,0,446,4,4,172,1,8201,163,54,5666,7159,505,6654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.4932,20.33443,483.23719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.80935,16.45655,225.03046,NA,NA,NA,NA,NA
1982,"27",2695655,1355789,1339866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3958.37215,146.84268,1910.69215,106.57337,1800.45233,4.68467,227.16336,122.87399,1475.56844,557.75095,33.32,80086.22933,78663.52762,70.88044,7.86062,134.37555,NA,NA,NA,NA,NA,2970.93765,2918.16006,20.69074,2081,73,2008,0,430,67,160,1396,0,19,2,10,42,0,411,65,150,1354,1540,88,1452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.19831,5.38432,149.86573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.12897,6.49069,108.36905,NA,NA,NA,NA,NA
1982,"29",3181097,1626999,1554098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10958.16262,344.47747,3656.50662,269.01538,3377.59437,0,1517.02913,2.312,2108.72827,2136.78521,143.344,121739.60105,117079.1025,114.94483,16.53445,217.33471,NA,NA,NA,NA,NA,3826.96916,3680.46314,67.17133,7445,394,7051,0,2958,NA,0,4487,0,138,NA,0,256,0,2820,NA,0,4231,3728,171,3557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.03876,24.21636,453.70369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.19228,10.51015,228.87875,NA,NA,NA,NA,NA
1982,"28",1600503,826847,773656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7019.03362,438.55173,2556.97762,136.03583,2437.44979,1.618,1743.2334,4.372,796.621,1090.38041,1021.944,102328.8,100697.2,159.76088,16.45236,315.05602,NA,NA,NA,NA,NA,6393.54003,6291.59708,68.12736,5484,186,5298,0,3674,4,7,1608,0,109,1,0,63,0,3565,3,7,1545,3175,159,3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.64228,22.49509,684.80048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.37514,19.22968,389.83734,NA,NA,NA,NA,NA
1982,"30",521204,258806,262398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292.044,247.89603,393.7,39.048,349.104,0,8.99,84.292,285.528,257.63533,15.656,36457.6,41612,75.53664,15.08775,133.0437,NA,NA,NA,NA,NA,6994.88108,7983.82207,49.43081,914,29,885,1,18,21,180,711,0,0,0,4,25,1,18,21,176,686,531,31,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.3632,11.2053,337.27391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.87949,11.97808,190.55023,NA,NA,NA,NA,NA
1982,"37",4057210,2062805,1994405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19694.63385,485.42308,3354.75385,196.26692,3164.88692,5.25,1632.88738,13.176,1685.93846,2381.39826,229.12,244466.312,234749.6,82.68623,9.51457,158.68828,NA,NA,NA,NA,NA,6025.4784,5785.98594,58.69546,16569,696,15873,4,8843,NA,403,7280,2,358,NA,20,310,2,8485,NA,383,6970,9485,542,8943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.38409,33.74047,795.87646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.78134,26.2749,448.40441,NA,NA,NA,NA,NA
1982,"38",426865,208899,217966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.57015,126.87153,233.77015,19.66831,201.37785,0.446,2.302,71.23431,145.49385,88.71641,14.2,17589.6,17315.2,54.76442,9.41522,92.38957,NA,NA,NA,NA,NA,4120.64704,4056.36442,20.78325,322,10,312,0,7,3,41,274,0,0,0,0,10,0,7,3,41,264,249,10,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.43369,4.787,143.14159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.33226,4.787,109.65013,NA,NA,NA,NA,NA
1982,"31",1007582,507252,500330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2556.00768,253.67739,830.89568,54.57379,770.82789,0.506,131.766,58.36,599.13147,330.68947,13.888,41815.94961,40915.76681,82.46432,10.75871,154.0639,NA,NA,NA,NA,NA,4150.12869,4060.78779,32.82011,1739,81,1658,8,538,45,76,1063,0,26,3,3,52,8,512,42,73,1011,695,47,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.59141,15.96839,331.38129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.97702,9.26561,129.51452,NA,NA,NA,NA,NA
1982,"33",633274,319768,313506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876.6,138.42349,452.4,22.336,431.664,0,9.876,0,433.224,273.224,20.8,7676,7450.4,71.43827,6.98506,137.68923,NA,NA,NA,NA,NA,1212.11356,1176.48917,43.14467,445,10,435,0,7,9,1,437,0,0,1,0,10,0,7,8,1,427,282,8,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.26974,3.12727,138.75333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.53049,2.50181,87.39865,NA,NA,NA,NA,NA
1982,"34",5020667,2579400,2441267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12633.2,251.62394,5469,343.176,5125.824,6.31518,2802.44433,1.186,1673.29702,2314.528,1026.8,92655.2,87946.4,108.92975,13.30449,209.96573,NA,NA,NA,NA,NA,1845.47591,1751.68757,46.10001,8191,324,7867,11,5095,950,0,3085,0,217,6,0,107,11,4878,944,0,2978,4586,228,4358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.14565,12.56106,322.2507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.34245,8.83926,178.51386,NA,NA,NA,NA,NA
1982,"35",887070,448495,438575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3019.11673,340.34707,1344.04109,103.26527,1242.17582,7.662,75.45583,216.604,413.11624,710.93927,42.92436,108459.09636,107774.42909,151.51466,23.02484,283.22996,NA,NA,NA,NA,NA,12226.66716,12149.48415,80.14466,1718,83,1635,1,197,921,61,1459,0,7,42,2,74,1,190,879,59,1385,1047,60,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.6713,18.50634,372.79827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.02902,13.37808,225.04703,NA,NA,NA,NA,NA
1982,"32",614842,300029,314813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3872.57096,629.84815,1155.91496,155.73,1001.98496,5.384,300.38062,48.44759,701.99476,700.73522,36.344,69714.4,69018.4,188.00195,51.90498,318.27941,NA,NA,NA,NA,NA,11338.5878,11225.38799,113.96997,2753,119,2634,26,649,80,14,2023,3,55,3,1,88,23,594,77,13,1935,1439,105,1334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.75731,39.66283,836.68718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.04387,34.99662,423.74362,NA,NA,NA,NA,NA
1982,"36",11794674,6119936,5674738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42735.41067,362.32804,15113.26667,977.92,14152.14667,17.948,7163.11867,27.948,4466.02267,9777.568,322.856,190537.71467,179996.952,128.13637,15.97925,249.38855,NA,NA,NA,NA,NA,1615.45554,1526.08671,82.89816,27945,818,27127,79,14695,6262,62,13115,1,478,134,3,336,78,14217,6128,59,12779,12716,444,12272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.92897,13.36615,478.03088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.81137,7.25498,216.25668,NA,NA,NA,NA,NA
1982,"39",7103981,3639575,3464406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23814.92106,335.23346,6831.9195,476.53708,6242.06279,17.792,2625.79168,3.806,4071.54073,3053.77804,333.99844,287663.33351,280533.50643,96.1703,13.09321,180.177,NA,NA,NA,NA,NA,4049.32577,3948.96195,42.98686,17317,900,16417,0,8322,109,0,8995,0,508,6,0,392,0,7814,103,0,8603,11313,974,10339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.76473,24.72816,473.87633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.24874,26.76137,298.435,NA,NA,NA,NA,NA
1982,"40",2089328,1054531,1034797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8485.774,406.14848,2086.72067,181.7,1902.14937,1.78533,549.38269,156.14985,1256.23288,1418.64421,100.94667,168882.112,170314.4,99.87521,17.23041,183.8186,NA,NA,NA,NA,NA,8083.08279,8151.63536,67.89955,6500,326,6174,3,1707,83,375,4223,2,106,0,21,191,1,1601,83,354,4032,3843,234,3609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.10481,30.91422,596.63876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.93474,22.18996,348.76406,NA,NA,NA,NA,NA
1982,"41",1746507,877252,869255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6099.54533,349.24254,2261.14533,156.95267,2092.36267,3.77,185.6808,46.80282,1900.97275,1131.31067,61.6,91076.048,88901.48,129.46672,17.8914,240.70758,NA,NA,NA,NA,NA,5214.75425,5090.2447,64.77562,3900,140,3760,0,454,88,133,3246,0,29,0,9,97,0,425,88,124,3149,2913,166,2747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.30286,15.95893,432.55431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.79006,18.92273,316.01774,NA,NA,NA,NA,NA
1982,"42",7839355,4030839,3808516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19714.296,251.47855,9416,517.13,8899.07,2.308,4099.664,5.868,4849.964,4940.92,209.704,94972.8,98422.4,120.11192,12.82934,233.6624,NA,NA,NA,NA,NA,1211.48742,1255.49104,63.02712,10508,328,10180,3,5801,NA,6,4712,0,185,NA,1,156,3,5616,NA,5,4556,5343,284,5059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.04164,8.13726,267.29571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.15612,7.04568,132.83389,NA,NA,NA,NA,NA
1982,"44",635791,326309,309482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,163.10391,256,11,245,NA,NA,NA,NA,166,NA,435,NA,40.2648,3.37104,79.16454,NA,NA,NA,NA,NA,68.41871,NA,26.10921,781,13,768,2,291,37,1,743,0,6,1,0,18,2,285,36,1,725,435,14,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.83911,3.98395,248.1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.41871,4.29041,136.03376,NA,NA,NA,NA,NA
1982,"45",2143798,1088037,1055761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11358.10708,529.81237,2638.52308,120.95569,2524.36738,0,1529.36954,4.826,1090.00754,1388.746,417.416,133750.8,131785.2,123.07704,11.11687,239.10406,NA,NA,NA,NA,NA,6238.96468,6147.27694,64.7797,9137,405,8732,0,5358,NA,8,3762,0,234,NA,0,170,0,5124,NA,8,3592,4267,224,4043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.2062,37.223,827.08113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.03928,20.58754,382.94652,NA,NA,NA,NA,NA
1982,"46",431072,214755,216317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155.678,268.09396,381.478,38.368,324.70892,0.8,3.2,108.22,248.334,156.48708,16.8,22546,22075.2,88.49519,17.86594,150.10791,NA,NA,NA,NA,NA,5230.21676,5121.00067,36.30184,791,43,748,0,16,5,174,601,0,0,0,16,27,0,16,5,158,574,481,33,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.49603,20.02282,345.78882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.58229,15.36635,207.10346,NA,NA,NA,NA,NA
