"year","fips","acs_median_rent_estimate","acs_median_rent_percent_household_income_estimate","acs_median_rent_moe","acs_median_rent_percent_household_income_moe"
2014,"48409",799,26,34,2.6
2014,"18083",628,29.2,30,2.2
2014,"48151",553,20.1,81,4
2014,"29117",601,27.9,53,3
2014,"45075",667,34.2,21,2.1
2014,"21041",642,29,40,2.6
2014,"29055",610,36.3,26,7.9
2014,"22077",567,28.1,30,2.3
2014,"48241",661,32.8,40,2.5
2014,"13149",763,33.7,144,3.9
2014,"02198",789,22.6,33,1.6
2014,"54085",554,26.9,63,7.1
2014,"48267",545,33.1,71,12.4
2014,"51043",985,29.7,65,6.2
2014,"31019",706,27.6,24,1.2
2014,"17037",846,34.3,23,1.7
2014,"27083",609,24.9,28,2.7
2014,"26099",852,31.3,9,0.7
2014,"12057",960,32.8,6,0.5
2014,"38105",756,18.7,97,2.3
2014,"45051",833,33.9,13,1.4
2014,"19061",690,30.3,16,1.8
2014,"22025",480,21.9,52,8.9
2014,"46071",442,15.2,42,2.8
2014,"21171",538,31.7,66,3
2014,"28021",551,38.5,51,11.3
2014,"51690",593,36.4,31,6.6
2014,"46095",430,20.8,156,8
2014,"13061",401,33.4,93,9.1
2014,"12077",584,23.2,78,1.9
2014,"21205",635,28.1,35,2.8
2014,"13091",544,31,67,3.7
2014,"02070",997,24.5,86,2.5
2014,"31089",606,23.8,63,1.6
2014,"39033",642,27.6,22,1.9
2014,"29147",602,33.5,23,4.4
2014,"26079",702,29.1,40,1.6
2014,"26129",647,36.8,33,2.7
2014,"26061",620,34,25,3.4
2014,"47035",635,30.6,38,2.1
2014,"47089",656,26.8,36,2.5
2014,"26003",605,32.1,53,4.5
2014,"22097",578,34.8,18,1.9
2014,"18051",649,26.9,39,1.9
2014,"53015",758,35.7,17,1.4
2014,"20123",539,25.6,34,4.3
2014,"21005",732,25.9,42,4.5
2014,"27091",638,27.5,71,3.6
2014,"55123",626,27.3,28,2
2014,"29027",665,26.2,45,2.1
2014,"40121",661,28.8,17,2.2
2014,"29021",681,30.9,16,1.6
2014,"48321",662,27.6,62,4.2
2014,"47073",603,28,34,2.3
2014,"31123",626,27.5,70,8.1
2014,"41049",647,28.9,71,6
2014,"27087",535,32.7,26,4.2
2014,"51089",590,28.4,29,1.8
2014,"29205",443,24.3,51,2.3
2014,"05059",677,29.4,30,3.8
2014,"48433",310,29.4,167,10.7
2014,"40035",605,28.4,33,2.5
2014,"01109",592,35.3,35,3.1
2014,"30053",561,28,33,1.6
2014,"13233",669,29.5,33,2.7
2014,"05043",600,39.5,40,7.9
2014,"29069",512,30.6,24,2.3
2014,"39157",653,29.1,19,1.6
2014,"49009",975,23.6,220,13.8
2014,"17085",659,23.1,34,1.8
2014,"55085",742,32.6,39,3.7
2014,"42013",630,28.9,15,0.8
2014,"27115",715,29.2,26,1.8
2014,"26073",698,42.5,17,2.9
2014,"46102",NA,NA,NA,NA
2014,"10003",1030,30.2,14,0.8
2014,"17111",1064,30.8,32,1.3
2014,"18003",673,27.7,8,0.8
2014,"23005",956,31.1,14,0.9
2014,"27025",773,30,35,2.5
2014,"39025",765,28.5,19,0.9
2014,"19181",740,26.6,19,2
2014,"19031",697,24.4,48,3.2
2014,"28133",534,31.3,42,2.5
2014,"28017",518,30.5,34,5.5
2014,"06059",1522,34,9,0.3
2014,"01093",482,28.9,28,2.9
2014,"22039",514,37,50,2.7
2014,"54109",520,27.2,46,6.4
2014,"06109",924,33.8,38,2.2
2014,"47155",724,29.5,18,1.7
2014,"18177",632,31.7,15,1.2
2014,"51181",764,25.1,162,7.1
2014,"08115",559,22.5,61,4.4
2014,"21141",574,32.4,29,3.5
2014,"31087",640,35.3,49,6.5
2014,"48481",679,27.1,18,2.5
2014,"36015",707,32.7,23,2.4
2014,"55119",557,27.5,18,2.3
2014,"46033",775,24.6,142,5.8
2014,"50017",839,32.8,32,2.4
2014,"20053",567,24.8,36,4.7
2014,"48469",783,30.1,28,1.8
2014,"20203",658,18.8,97,3.4
2014,"20009",603,26.8,21,1.7
2014,"37049",886,29.9,26,1.3
2014,"40037",664,26.8,25,1.2
2014,"21101",601,31.2,19,2.4
2014,"29005",553,21.3,41,1.7
2014,"13123",711,34,56,3.9
2014,"54081",642,25.9,20,2.2
2014,"45059",664,31.6,45,2.7
2014,"41023",615,29,65,3.4
2014,"22049",504,32.9,38,3
2014,"28091",598,41.4,44,5.3
2014,"48093",569,26.7,46,3.9
2014,"32021",508,19.9,57,2.9
2014,"47041",535,25.5,37,2.8
2014,"47057",525,28.1,35,3.2
2014,"28131",706,29.4,41,3.6
2014,"38075",612,20.6,140,3.1
2014,"31081",646,28.5,106,7.1
2014,"26087",792,31.1,34,2.2
2014,"29051",601,25.1,19,1.6
2014,"27169",629,29.5,23,2.2
2014,"18129",656,28.5,36,3
2014,"45007",669,32,15,1.4
2014,"42005",607,25.9,17,1.7
2014,"48231",753,33.3,25,1.6
2014,"15007",1265,29.9,62,1.3
2014,"26123",688,34,17,2.3
2014,"06071",1113,35.7,7,0.6
2014,"49043",1218,26.1,104,2.7
2014,"02020",1172,28.9,18,0.7
2014,"26037",778,30.7,33,1.6
2014,"24033",1276,31.3,9,0.5
2014,"06077",1033,34.5,15,0.7
2014,"17119",782,30.5,17,1.5
2014,"06095",1290,33.2,21,0.7
2014,"45063",832,29.6,18,1
2014,"17201",750,30.2,10,1.1
2014,"25017",1320,28.7,11,0.3
2014,"48113",895,29.3,4,0.3
2014,"21013",486,33.7,31,3.3
2014,"48385",726,31.6,63,9.2
2014,"40023",549,31.7,40,4.6
2014,"48115",524,24.4,42,4.7
2014,"47029",551,32.5,40,4.6
2014,"12079",683,40.7,40,4.7
2014,"28037",522,29,22,13.2
2014,"05127",525,27.9,26,3.8
2014,"22115",908,25.8,14,1.1
2014,"20089",503,18.7,43,4.2
2014,"48239",745,19.7,75,3.1
2014,"37149",720,25.6,42,3.3
2014,"27027",713,35.3,17,3.6
2014,"20051",625,29.8,28,3
2014,"19035",507,19.6,42,2.9
2014,"21239",724,26.2,35,2.7
2014,"31093",559,25.8,65,3
2014,"31037",615,20.1,62,3.5
2014,"53007",785,26.9,28,1.7
2014,"37059",685,27,28,4.2
2014,"42063",678,31.8,23,2
2014,"37027",619,34.3,11,3.1
2014,"55107",654,28.4,35,1.5
2014,"46129",518,20.5,59,9.7
2014,"53003",681,29.9,32,2.9
2014,"13311",758,35,78,6
2014,"18009",599,30.1,70,4.2
2014,"13211",912,27.7,100,3.2
2014,"54071",683,23.5,64,2.3
2014,"54031",558,26.4,53,1.9
2014,"47123",577,30.3,27,2.9
2014,"08111",833,35,216,5.9
2014,"05091",692,30.3,25,3.1
2014,"13291",576,29,33,4.9
2014,"45001",583,39.7,102,7.6
2014,"29131",615,30.3,63,3.1
2014,"40025",395,17.6,88,6.7
2014,"29079",584,30.4,49,3.8
2014,"41025",558,25.9,25,4
2014,"29063",545,26.7,69,2
2014,"54105",481,24.1,81,10.4
2014,"13299",641,30.1,38,3
2014,"47175",454,30,62,5.9
2014,"24037",1259,26.2,50,1.8
2014,"19059",641,25.3,29,3.3
2014,"26055",857,31.6,26,2.7
2014,"12089",1026,31.3,65,2
2014,"18179",596,29.4,32,3
2014,"19105",591,24.1,47,4
2014,"27121",654,23.8,40,2.6
2014,"19033",610,26.5,23,2
2014,"31051",574,24.3,47,3.8
2014,"37021",828,29.9,15,1
2014,"31023",614,23.3,51,2.6
2014,"38095",442,23.8,62,5.3
2014,"37155",601,31.8,11,1.4
2014,"48493",794,24.7,72,2.4
2014,"31113",517,20.5,83,3.9
2014,"19049",905,25.1,48,2
2014,"36071",1156,36.1,14,1.4
2014,"13089",977,32.9,8,0.7
2014,"01089",751,28.7,14,1
2014,"34031",1174,37.1,11,1.1
2014,"25019",1742,27,253,2.7
2014,"55027",759,26.9,24,1.5
2014,"13197",502,29.6,70,4.5
2014,"21169",512,25.7,39,6.7
2014,"21025",488,30.3,35,7
2014,"37187",638,38.7,63,4.5
2014,"28097",597,30.4,131,10.5
2014,"21153",502,40.1,65,6.9
2014,"12047",565,33,66,6.5
2014,"48127",570,22.9,84,10.5
2014,"48323",593,27.7,37,3
2014,"30009",736,25.4,44,2.7
2014,"36023",675,27.6,17,1.9
2014,"02275",692,28.6,112,6.7
2014,"54057",522,30.5,22,2.4
2014,"31163",594,18.3,42,3.1
2014,"19127",654,24.3,38,1.8
2014,"36123",665,29.7,45,2.9
2014,"31063",601,19,81,3.5
2014,"41057",821,35,44,5.3
2014,"48217",655,28.2,27,1.5
2014,"47159",563,30,29,3
2014,"50013",962,33.7,111,4.6
2014,"42025",750,31.9,43,3.9
2014,"33019",856,28.9,43,2.1
2014,"22109",865,27.8,42,1.9
2014,"13097",945,31.1,22,1.7
2014,"45057",652,33.1,28,2.6
2014,"17079",531,24,38,6
2014,"17057",613,29.2,42,2.1
2014,"48149",696,24.3,60,3.1
2014,"55007",563,26.1,47,1.5
2014,"56043",578,21.3,71,4
2014,"39019",607,28,37,3.4
2014,"47099",563,30.4,36,2.7
2014,"35009",715,30.6,49,2.5
2014,"21233",571,27.4,83,5.5
2014,"31097",583,19.4,37,2.7
2014,"41063",689,33.4,49,7.7
2014,"13255",785,36.8,21,3.5
2014,"45071",654,29.9,33,2
2014,"37139",837,32.2,40,3
2014,"40003",621,23.1,82,4.4
2014,"28045",763,30.5,39,2.3
2014,"05013",598,32,44,5.2
2014,"54091",523,26.5,53,2.3
2014,"22111",499,37.6,40,3.8
2014,"17059",424,27.4,57,3.9
2014,"46109",495,23.9,28,2.5
2014,"13055",581,27.9,43,1.5
2014,"37065",649,32.4,26,2.1
2014,"47137",460,27.9,44,3.5
2014,"26095",605,30.1,46,7.8
2014,"01057",474,31.9,38,4.3
2014,"22119",601,30.2,28,3.2
2014,"27041",685,30.4,38,2.9
2014,"39039",647,27.3,36,2.8
2014,"53057",961,32.9,21,1.1
2014,"36115",805,31.8,37,2.2
2014,"19109",553,24.9,37,3.8
2014,"37035",685,28.4,12,1.5
2014,"50011",872,31.8,31,2.6
2014,"53061",1128,30.1,10,0.6
2014,"27037",955,28.7,12,0.6
2014,"49029",819,28.9,193,5.7
2014,"47093",785,30.4,11,0.8
2014,"19153",792,28,10,0.5
2014,"24005",1155,30.6,8,0.6
2014,"13113",1097,28.2,42,2.8
2014,"39151",679,29.1,8,0.6
2014,"51003",1115,30,26,1.6
2014,"44003",981,30.7,16,1.2
2014,"53073",919,33.6,15,1.3
2014,"48027",865,28.3,12,0.8
2014,"28151",617,37.2,22,3.2
2014,"42003",771,28.8,6,0.3
2014,"05017",566,31.3,28,2.4
2014,"42053",505,25.3,64,3.7
2014,"29133",571,30,61,3.7
2014,"54015",490,33.6,118,4.3
2014,"15003",1528,33.9,20,0.5
2014,"29223",532,33.7,34,4.3
2014,"28063",457,36.2,72,3.6
2014,"22127",569,30.8,44,3.8
2014,"06105",802,32.9,113,4.1
2014,"48313",678,24.1,117,7.5
2014,"01013",581,32.9,31,4
2014,"28007",538,29.9,35,7.3
2014,"38051",482,23.1,59,3.8
2014,"18023",686,26.5,42,2.9
2014,"45055",683,25.6,39,2.4
2014,"26031",601,29.2,37,2.4
2014,"40117",624,26.2,24,2.6
2014,"53025",695,26.1,21,1.5
2014,"53041",782,32,24,1.4
2014,"24011",947,32.7,56,5.1
2014,"38043",535,26.6,58,2.7
2014,"27061",648,29.2,35,2.2
2014,"13215",826,31.2,12,0.9
2014,"48355",866,29.9,15,1
2014,"01051",792,27.6,38,2.1
2014,"21093",750,26.8,24,1.6
2014,"19071",583,26.8,31,3.2
2014,"20191",626,24.6,37,2.9
2014,"24001",618,30.9,27,2
2014,"51036",861,31.6,111,4.1
2014,"39101",702,31.2,20,1.9
2014,"30057",689,24.6,31,4.2
2014,"48319",707,27.3,364,12.6
2014,"29125",565,26.5,70,3.2
2014,"35035",775,27.2,34,1.6
2014,"13189",590,35.1,36,6.1
2014,"37043",668,36.9,65,20.9
2014,"13071",582,33.1,34,2.5
2014,"21123",631,31.1,86,3.1
2014,"48279",603,26.1,49,3.1
2014,"37073",751,31.3,157,5.2
2014,"51001",715,26.2,25,2.7
2014,"37153",606,33.2,19,4.1
2014,"08089",646,34,46,2.8
2014,"26085",571,44.2,35,7.8
2014,"48001",715,30.1,38,3.5
2014,"48071",889,23.1,57,2.4
2014,"18163",723,30.5,13,1.3
2014,"15009",1281,31.8,46,1.4
2014,"26103",618,31.5,17,1.3
2014,"33001",899,28.6,38,1.4
2014,"17075",621,29.4,21,2.3
2014,"21037",741,28.3,28,1.5
2014,"27119",629,30.7,45,2.8
2014,"05085",715,27.4,22,1.8
2014,"40059",545,23.4,48,6.2
2014,"51683",1334,35.6,43,3.7
2014,"34009",1042,34.4,45,2.1
2014,"25009",1063,31.3,10,0.5
2014,"06111",1494,34.1,16,0.6
2014,"06029",887,33,10,0.7
2014,"21117",746,28.1,17,0.8
2014,"31155",721,22.4,29,2.3
2014,"04012",588,26,85,2.9
2014,"36059",1559,34,22,0.7
2014,"21175",482,33.8,38,5.5
2014,"35057",688,33.4,62,5
2014,"01105",478,32.7,63,4.7
2014,"30107",525,23.1,131,11
2014,"13191",598,27.4,105,8.4
2014,"30051",501,22.8,49,10.8
2014,"21043",559,29.3,31,4.4
2014,"28023",620,28.4,25,4.9
2014,"22013",490,31.9,36,4.5
2014,"42029",1192,29.3,17,0.6
2014,"12131",993,33.5,59,3.4
2014,"55037",572,24.1,113,3
2014,"20025",670,23,163,5.1
2014,"38071",512,23.5,31,3.7
2014,"08015",817,27.8,86,2.6
2014,"53027",732,29.5,21,1.3
2014,"32033",768,23.4,89,2.4
2014,"48081",556,29.3,140,9.5
2014,"28035",719,35.9,27,3
2014,"13195",679,29.3,59,6.2
2014,"20137",630,20.5,161,5.2
2014,"39139",625,27.9,16,1.3
2014,"55047",586,25.7,52,1.7
2014,"20033",515,18.8,92,3
2014,"47063",644,33.1,19,3.5
2014,"51071",600,26.4,29,3.3
2014,"48447",428,24.3,71,6.2
2014,"46009",509,28.8,139,4.1
2014,"16047",735,33.2,84,5.8
2014,"21223",709,27,51,5.1
2014,"47171",583,33.6,26,4
2014,"48373",642,29.4,27,2.5
2014,"48487",590,25.3,90,3.6
2014,"47081",640,39.9,32,8.3
2014,"47169",549,34.3,77,6.1
2014,"39115",537,34.6,20,4.9
2014,"47039",540,33.6,44,6.8
2014,"48117",651,23.9,66,3.2
2014,"05047",568,25.6,25,6.2
2014,"13199",723,36.9,80,2.7
2014,"27157",707,28.3,55,1.5
2014,"26111",729,30.2,22,2
2014,"17155",600,23.8,36,2.2
2014,"55083",610,28.5,30,1.5
2014,"42049",685,30.9,12,0.9
2014,"01081",777,36.5,21,1.8
2014,"22033",833,33.1,11,1
2014,"27035",720,29,26,1.7
2014,"02220",1101,29.5,88,3.9
2014,"55011",638,27.5,46,1.6
2014,"22019",756,30.7,18,1.8
2014,"46093",770,29.6,58,2.9
2014,"25005",813,30.1,10,0.6
2014,"13121",992,30.9,8,0.6
2014,"38015",720,23.9,16,1.8
2014,"23031",883,30.5,15,1.4
2014,"46119",618,13.1,190,2
2014,"37135",918,31.7,18,1.8
2014,"26005",754,28,28,1.6
2014,"47027",514,28.5,36,3.5
2014,"46017",610,17.2,59,7.1
2014,"49031",625,30,133,17.4
2014,"48343",627,26.1,47,2.5
2014,"48437",576,35.2,29,14.8
2014,"51029",654,30.5,69,6.9
2014,"47013",551,31.3,29,1.9
2014,"48099",942,27,28,1.5
2014,"21073",688,31.9,27,3.2
2014,"13295",642,29.2,24,1.6
2014,"54049",675,29.9,29,2.6
2014,"19133",542,26,33,1.6
2014,"35061",737,36.1,38,2.3
2014,"48475",602,20.1,94,5.9
2014,"31031",513,19.7,117,3.7
2014,"48289",601,26.7,44,5.5
2014,"37069",716,30.8,34,1.7
2014,"51570",903,29.5,36,2.3
2014,"39029",607,26.9,20,1.7
2014,"18145",718,27,26,1.4
2014,"29097",684,29.8,20,1.3
2014,"54107",613,31.2,19,1.7
2014,"13085",984,31.4,88,7
2014,"42051",588,28,16,1.1
2014,"26043",653,28.2,44,3.5
2014,"55129",644,28,29,2.4
2014,"20159",527,26,23,2.8
2014,"31013",551,28,35,4.5
2014,"26143",672,36.8,61,5.1
2014,"54099",576,34.6,45,3.6
2014,"41015",825,32.7,46,3.2
2014,"16035",629,24.2,33,2.3
2014,"30039",606,20.7,105,5
2014,"19159",482,19.5,58,4.1
2014,"21035",541,34.1,22,2.2
2014,"37143",722,33,35,7.6
2014,"48133",559,20.9,32,2.6
2014,"51141",534,30.5,39,3.2
2014,"35041",697,36.3,79,3.5
2014,"54019",571,28.2,27,2
2014,"21161",555,27.3,24,2
2014,"21003",606,25.7,52,3.2
2014,"08073",677,29.4,57,6.1
2014,"45029",702,32.3,24,3.3
2014,"37165",607,37.2,24,3.5
2014,"19149",598,24.2,29,3
2014,"55059",851,32.4,18,1.2
2014,"38059",710,26.4,88,3.1
2014,"29037",929,29.1,22,1.5
2014,"08049",982,22.6,121,2.4
2014,"17073",620,24.3,28,1.7
2014,"55141",613,28.4,16,1.3
2014,"23019",730,33.1,12,1.2
2014,"27005",677,28.2,25,2
2014,"48383",731,14,82,4.3
2014,"39147",635,26.8,22,2.1
2014,"30095",675,20.6,127,4.4
2014,"31131",656,26.4,41,2.5
2014,"36095",729,30.8,21,3.6
2014,"38039",443,22.9,57,2.9
2014,"51047",1012,31.4,55,2.7
2014,"12081",936,33.8,17,0.9
2014,"12105",870,32.7,8,0.8
2014,"17003",367,25.9,45,3.5
2014,"22065",523,34.5,38,3.4
2014,"51059",1724,28.1,11,0.4
2014,"54047",502,39,35,8.2
2014,"37083",663,36.5,20,2.5
2014,"12133",608,31.1,54,6.2
2014,"06037",1221,35.4,3,0.2
2014,"23027",724,31,32,3.3
2014,"54033",644,29.3,26,2.5
2014,"22121",797,27,53,4.3
2014,"17107",610,27.2,22,2.3
2014,"20039",555,34.9,62,9.3
2014,"17029",627,35.1,25,3.2
2014,"21007",573,32.9,69,3.6
2014,"29209",725,31.8,32,4.3
2014,"47163",598,29.6,18,1.4
2014,"23009",792,32.2,25,1.8
2014,"22015",888,29.6,27,1.9
2014,"56007",811,22.3,82,2.8
2014,"26141",575,27.4,58,3.2
2014,"37077",752,27.4,32,2.3
2014,"37163",598,29.8,26,2.4
2014,"21139",565,31.9,53,2.2
2014,"18143",711,29.1,48,3.4
2014,"54055",580,31,28,3.4
2014,"20133",576,25.5,34,5.8
2014,"16021",719,33.5,108,9.3
2014,"06043",838,28.3,76,2.9
2014,"31149",574,13.6,74,2.2
2014,"54063",571,25.8,47,4.7
2014,"01067",570,25.3,38,4.3
2014,"06035",901,30,61,3.4
2014,"53019",559,27.3,77,6.3
2014,"48023",469,26.4,66,13.3
2014,"54087",487,31,60,3.3
2014,"51685",1474,24.9,102,8.7
2014,"38011",569,15.7,53,3
2014,"19125",664,26.1,38,2.3
2014,"31167",651,22.8,108,4.4
2014,"49005",680,29.3,17,1.5
2014,"20031",565,26.6,31,4.6
2014,"51137",877,29.9,72,3.1
2014,"38061",663,17.4,32,2.7
2014,"27151",569,24.3,48,3.3
2014,"13117",1157,29.5,29,1.7
2014,"51199",1343,29.6,41,1.7
2014,"42095",952,32,17,1
2014,"12021",1027,33.4,24,1
2014,"26045",772,28.7,13,1.4
2014,"13057",997,28.8,41,1.7
2014,"48145",594,25.5,46,3.2
2014,"28147",444,28.2,231,5.8
2014,"48107",596,24.5,38,3
2014,"49035",922,30,8,0.6
2014,"13065",467,23.9,133,3.1
2014,"21135",376,28.7,71,4
2014,"01099",529,29.7,37,6
2014,"35007",594,28.1,41,2.8
2014,"48079",451,17.8,99,7.5
2014,"05097",582,30.5,57,6.6
2014,"48463",649,30.2,69,4
2014,"31103",475,12.8,166,14.3
2014,"41019",776,32.1,27,1.4
2014,"29073",566,30.4,35,5.3
2014,"36031",789,29.5,36,2.9
2014,"13127",829,29.8,27,1.8
2014,"48111",718,23.7,43,8.5
2014,"48223",683,28.3,23,2.6
2014,"31147",497,22.3,50,4.6
2014,"29159",681,32.2,22,3.2
2014,"48401",687,26.4,53,2.3
2014,"42061",558,27.6,26,1.6
2014,"51115",976,32.6,157,14.7
2014,"31095",471,22.5,48,4.4
2014,"12061",861,36.2,21,2
2014,"55057",688,28.1,26,2.1
2014,"27077",629,30.7,100,7.8
2014,"21151",640,31.1,13,1.9
2014,"37009",648,34.6,47,5.1
2014,"08027",692,32.9,101,14
2014,"37111",575,27.5,20,3.3
2014,"26131",410,30.9,32,4.9
2014,"49055",563,23.2,43,8.5
2014,"08065",917,26.5,95,4.3
2014,"48297",700,24.4,86,3.9
2014,"13011",721,32.6,37,6.7
2014,"47109",546,31.3,29,2.6
2014,"08057",708,30,61,26.9
2014,"41001",626,29.8,50,3
2014,"51167",535,36.7,22,6.3
2014,"28003",608,29,24,1.9
2014,"05121",491,32,60,4.3
2014,"04009",732,25.6,64,2.9
2014,"13261",609,30.4,27,4.2
2014,"17027",735,23.9,38,1.8
2014,"25001",1101,33.8,29,1
2014,"48393",813,14.6,247,37.1
2014,"39109",741,27.3,17,1.1
2014,"29071",701,27,29,1.7
2014,"12069",950,34.7,26,1.7
2014,"51101",967,32.5,79,8.9
2014,"18159",668,27.8,55,3.7
2014,"56019",792,23.3,172,4.2
2014,"39135",708,28.7,40,2.4
2014,"55013",645,29.2,43,2.3
2014,"15005",830,16.3,276,4.5
2014,"24025",1139,29.7,23,1.3
2014,"12031",941,33.3,8,0.6
2014,"09005",946,29.4,22,1.1
2014,"36067",771,30.2,7,0.7
2014,"18173",796,31,43,3
2014,"36085",1177,32.6,18,0.9
2014,"36001",918,29.3,10,0.8
2014,"51145",1040,25.5,63,6.7
2014,"13259",486,37.3,55,3.6
2014,"48405",487,30.3,170,5.1
2014,"48169",718,24.5,228,6.3
2014,"54101",460,34,56,8.7
2014,"13167",496,34.4,59,6.6
2014,"42017",1128,31.4,10,0.7
2014,"21231",484,34.2,24,4.3
2014,"08109",639,31.5,82,5.1
2014,"48395",597,33.3,48,4.6
2014,"21099",504,33,26,5.3
2014,"48225",630,37.2,31,5.7
2014,"01031",676,28.1,41,2.4
2014,"19107",564,27.3,37,3.5
2014,"19175",591,28.7,51,2.6
2014,"06027",835,31.5,35,3.6
2014,"06045",972,36.3,33,2
2014,"22085",485,28.1,46,2.5
2014,"49027",580,24.1,85,2.6
2014,"23029",571,27.6,25,1.1
2014,"47141",607,35.1,21,2.2
2014,"18175",629,28.3,30,2.4
2014,"53023",651,19.2,149,5.1
2014,"48277",645,30.3,23,2.7
2014,"46003",583,20.9,59,3.2
2014,"48181",784,28.2,18,1.9
2014,"53075",695,46.1,24,3.6
2014,"48295",649,14.8,57,3.3
2014,"48033",1083,25,604,10.2
2014,"42009",620,28.2,20,2.6
2014,"39043",710,26.6,24,1.5
2014,"56003",593,20.5,38,3.6
2014,"17157",634,24.6,38,2.3
2014,"19039",657,31.9,56,5.3
2014,"31145",569,24,42,3.1
2014,"21113",773,28.7,30,1.6
2014,"28067",618,29.3,38,2.3
2014,"51057",830,30.9,38,10.7
2014,"12129",854,29.5,40,5.6
2014,"28137",703,34.2,36,5.1
2014,"31161",553,22.9,37,4.6
2014,"54041",537,27.2,30,3.4
2014,"30033",492,15.3,101,11.3
2014,"30101",544,25.6,27,5.9
2014,"48073",670,30.7,20,3.3
2014,"48045",540,28.8,109,8.3
2014,"47133",539,24.2,48,3.2
2014,"40061",574,28.6,32,4
2014,"54053",493,29.6,38,4
2014,"31159",655,24.4,35,1.9
2014,"20069",631,19.3,34,2
2014,"41017",931,33.4,21,1.4
2014,"39069",682,26.8,29,2.6
2014,"42099",723,26.2,24,1.7
2014,"18071",696,27.1,44,2.4
2014,"08091",1053,29.7,151,6.1
2014,"27129",575,24.3,18,1.6
2014,"02130",1054,28.8,55,1.9
2014,"20195",584,22.7,81,3.8
2014,"42073",625,30.7,24,1.3
2014,"36009",617,28.8,16,1.2
2014,"36055",820,33.5,7,0.7
2014,"34037",1219,37.2,33,1.8
2014,"17089",1002,32.1,17,1
2014,"55087",727,25.3,16,0.9
2014,"26161",938,32.1,11,0.9
2014,"42101",915,34.7,6,0.4
2014,"34017",1194,29.1,10,0.4
2014,"42079",688,29.3,12,0.6
2014,"49003",653,23.9,27,2.6
2014,"29179",495,32,38,5.9
2014,"28103",533,31.2,45,3
2014,"06073",1328,33.9,7,0.3
2014,"47061",515,29.2,50,4.6
2014,"13239",628,35.2,71,5.1
2014,"13105",602,31.5,43,4.3
2014,"51640",531,27,97,4.7
2014,"40137",634,26.5,19,1.6
2014,"05145",635,29.7,24,1.6
2014,"40053",588,20.1,36,3.2
2014,"01127",598,29.6,29,2.2
2014,"20017",471,26.2,42,4.8
2014,"38047",627,28.1,93,7.5
2014,"36003",604,31.8,16,1.5
2014,"40019",668,26.3,24,1
2014,"16007",568,26,59,4.9
2014,"13137",675,30.5,43,2.7
2014,"51790",742,36,46,5
2014,"23007",635,32.4,26,2.6
2014,"54009",580,25.5,29,3
2014,"28059",836,30.8,19,1.8
2014,"13217",945,35.3,45,4.4
2014,"19063",603,24.8,71,10.5
2014,"50015",858,29.7,30,2.9
2014,"20023",564,23.6,57,2.8
2014,"35013",705,33.4,26,1.5
2014,"51143",612,28,53,2.5
2014,"47167",754,29.3,30,1.7
2014,"02240",1165,21.4,107,4.9
2014,"53047",626,29.5,22,1.9
2014,"35021",675,35,302,23.4
2014,"20019",651,25.7,124,8.9
2014,"18121",579,28.4,68,5.4
2014,"51530",646,36.5,71,10.3
2014,"48443",743,15.5,89,8.5
2014,"05089",564,30.1,23,3.9
2014,"30069",770,50,244,31.2
2014,"56039",1108,29.2,66,3.2
2014,"18157",800,35.2,13,1.7
2014,"17161",672,29.1,16,1.1
2014,"20103",885,25.2,31,1.3
2014,"17041",677,25.1,25,3.4
2014,"42015",666,27.6,21,1.4
2014,"48065",609,19.4,93,16.5
2014,"08079",663,31.6,78,18.8
2014,"56011",726,15.4,55,2.5
2014,"36113",856,30.9,18,2.4
2014,"54039",688,25.9,16,1.4
2014,"42031",596,30.3,18,2.5
2014,"55089",820,26.4,23,1.5
2014,"36061",1480,28.5,14,0.3
2014,"42129",651,27.3,11,0.7
2014,"01117",948,27.4,25,1.5
2014,"08013",1149,34.8,16,1.1
2014,"19113",689,26.9,16,1
2014,"39159",797,27.6,35,2.4
2014,"21015",892,26.9,28,1.4
2014,"28159",577,33.4,67,5.3
2014,"37095",769,23.6,104,49.3
2014,"30077",512,20.1,45,2.9
2014,"47097",610,29.6,32,1.9
2014,"48455",633,29.4,86,7
2014,"48271",600,28.7,339,8.4
2014,"47091",492,29.5,35,7.1
2014,"22029",493,29.4,33,4
2014,"02158",NA,NA,NA,NA
2014,"17177",608,31.8,27,1.8
2014,"24045",992,33,22,1.7
2014,"20141",485,22.5,36,2.1
2014,"56017",628,21.5,68,3.6
2014,"42083",613,30.9,19,2.3
2014,"31077",526,16.9,34,8.6
2014,"42113",569,30.1,69,3.3
2014,"48105",592,14.2,265,9.9
2014,"50019",693,32.2,25,2.9
2014,"48005",750,30.8,25,2
2014,"21083",577,32.4,31,5.7
2014,"31119",609,26,26,1.5
2014,"40113",633,27.3,30,2.5
2014,"47021",920,41.5,53,3.6
2014,"16057",655,35.8,19,2.6
2014,"18017",629,29.1,23,2.6
2014,"26151",627,29.3,23,1.4
2014,"01001",876,31,35,3.4
2014,"29101",732,30.9,23,2.4
2014,"19047",500,24.4,60,4.1
2014,"29157",686,28.4,53,2.3
2014,"19083",560,22.5,29,2.4
2014,"26113",713,31.6,36,7.2
2014,"16045",775,32.6,78,7.4
2014,"30045",485,18.5,39,3.6
2014,"51175",734,28.6,58,3.9
2014,"05071",615,33.4,23,3.5
2014,"01039",585,29,26,2.3
