"year","fips","acs_median_rent_estimate","acs_median_rent_percent_household_income_estimate","acs_median_rent_moe","acs_median_rent_percent_household_income_moe"
2009,"27103",630,27.8,23,2.8
2009,"31141",516,22.1,33,2.2
2009,"39077",592,26.4,18,2
2009,"18179",566,24.8,33,2.5
2009,"17041",573,24.8,27,3.9
2009,"34009",957,31.9,43,2.4
2009,"47105",615,26.2,50,2.8
2009,"13039",751,26.5,25,1.8
2009,"25011",786,29.4,23,1.3
2009,"36013",571,30,15,1.7
2009,"44007",839,30.2,10,0.6
2009,"19153",707,27.1,8,0.7
2009,"51099",917,27.8,53,2.8
2009,"47149",768,28.7,18,0.9
2009,"06077",949,34.1,12,0.8
2009,"25013",716,31.8,9,0.6
2009,"13261",593,29.9,28,5
2009,"42043",735,27.3,13,0.7
2009,"48387",530,24.8,39,2.2
2009,"48253",505,19.4,88,6.3
2009,"13151",977,29.8,21,1.6
2009,"22105",654,28.1,25,1.8
2009,"48465",557,31.1,32,3.2
2009,"48349",660,31.4,21,2.6
2009,"48023",393,26.9,99,4.6
2009,"08035",1142,26.3,28,0.9
2009,"42045",881,30.1,10,0.8
2009,"48289",603,23.4,55,3.2
2009,"47083",532,29.3,36,4.3
2009,"29009",507,28.3,22,2.7
2009,"40127",439,26.7,86,2.8
2009,"48507",434,34.1,98,3.4
2009,"53035",878,29.4,18,0.9
2009,"47181",506,30.8,51,3.3
2009,"18143",666,32,62,1.8
2009,"51013",1462,25.2,18,0.7
2009,"51133",536,26.2,167,7
2009,"13131",593,28.7,40,4
2009,"13069",510,22.8,21,2.5
2009,"47087",444,31.4,40,8.4
2009,"48047",349,34.4,199,5.7
2009,"47007",481,30.6,45,8.3
2009,"39173",646,29.2,18,1.6
2009,"46067",380,25.1,27,3.1
2009,"16017",667,27.9,31,3.4
2009,"29005",427,19.6,56,2.5
2009,"48203",600,27.7,33,2.8
2009,"30083",471,17.9,117,7.1
2009,"55085",610,26.4,37,2.4
2009,"23001",631,28.8,17,1.2
2009,"13063",855,33.1,12,1.1
2009,"27067",542,27.9,29,2.2
2009,"31151",603,21.7,27,4
2009,"35049",869,31.2,21,1.7
2009,"46119",562,19.7,120,11.8
2009,"51053",837,25.1,65,2.4
2009,"45059",571,29.9,19,2.4
2009,"48461",491,15.9,62,8.2
2009,"05035",625,32.5,20,2.3
2009,"20037",609,34.5,25,3.2
2009,"41015",727,34.3,78,5.8
2009,"16049",489,24.5,50,3.8
2009,"05149",506,26.4,31,1.9
2009,"21217",507,29.1,29,3.2
2009,"54063",434,25.2,44,9.9
2009,"24510",813,32.8,8,0.7
2009,"51093",750,27.7,98,2.4
2009,"51079",903,41.6,109,13.1
2009,"02185",931,17.8,75,2.1
2009,"27063",542,24.2,71,3.5
2009,"41017",858,28,19,1.1
2009,"36045",694,29.2,25,1.1
2009,"51177",1145,31.2,36,2.2
2009,"01089",644,26.2,9,1
2009,"26037",700,28.7,47,2.4
2009,"06099",915,33.9,12,0.8
2009,"28055",368,32.3,97,2.7
2009,"08123",768,30.6,21,1.3
2009,"21135",425,29,65,4
2009,"30005",318,17.1,29,1.9
2009,"12067",567,24,97,19
2009,"55089",765,25.3,23,1.7
2009,"13071",538,31.6,29,3.4
2009,"29067",384,30.9,36,10.7
2009,"30077",604,23.1,152,2.8
2009,"28011",574,34.5,27,3.4
2009,"01065",478,26.7,28,3.2
2009,"48447",428,27.5,304,8.9
2009,"13105",482,30.1,45,3.4
2009,"13271",469,26.8,20,5.7
2009,"05095",398,29.7,64,3.4
2009,"30047",544,24.9,37,2.2
2009,"13283",411,34.2,59,7.3
2009,"36029",672,30.6,6,0.6
2009,"48429",588,27.2,31,5.4
2009,"28101",488,26,61,5.6
2009,"47137",383,25.9,103,4.8
2009,"13019",516,27.9,37,4.2
2009,"38037",354,12.9,32,2.2
2009,"21063",427,40.7,66,17
2009,"16061",539,28.1,95,3
2009,"48295",547,15.4,38,2.6
2009,"02275",908,26.6,469,11.3
2009,"53007",634,26.1,14,1.9
2009,"39031",490,25.7,25,2.1
2009,"55057",599,23.4,24,1.8
2009,"26073",640,39.4,17,2.6
2009,"48053",645,27.4,57,3.2
2009,"18075",482,28.3,24,2.8
2009,"42031",542,33.6,24,4.2
2009,"29159",574,27.5,23,1.4
2009,"20175",578,24,20,3.1
2009,"37149",608,33.5,70,7.6
2009,"41011",635,29.9,27,2.3
2009,"16053",647,25.8,53,3.1
2009,"26009",660,31.4,38,4.2
2009,"18061",623,25.2,24,5.6
2009,"27027",608,33.9,34,2.2
2009,"46077",354,18.7,40,3.3
2009,"27121",528,25.4,37,2.6
2009,"37055",969,31.5,50,2.8
2009,"16081",790,24.6,39,5.3
2009,"08101",649,33.9,17,1.6
2009,"27069",446,23,56,3.4
2009,"29151",485,24.9,84,3.6
2009,"32011",783,14.2,64,3
2009,"54011",573,32.1,20,1.8
2009,"42063",587,37.5,26,4
2009,"46035",523,25.6,44,3.1
2009,"46019",582,28.9,178,6.7
2009,"51083",516,27.8,32,5
2009,"21229",526,30.8,66,5.7
2009,"19007",487,29.1,25,2.3
2009,"48193",521,23.4,69,3.3
2009,"50009",568,32.1,65,4.9
2009,"05015",542,32.8,26,5.8
2009,"35059",546,28.2,103,8.9
2009,"29091",489,27.5,18,1.8
2009,"18141",683,28.6,12,0.7
2009,"24037",1053,29,43,2
2009,"27157",567,31.6,57,1.6
2009,"31155",670,23.3,40,2.1
2009,"19061",558,26,19,1.7
2009,"38081",438,25.6,35,4.8
2009,"36093",761,28.9,14,1
2009,"48257",823,32,33,2.8
2009,"12089",873,26,41,2.1
2009,"42017",979,29.5,10,0.7
2009,"55079",739,30.5,5,0.5
2009,"48157",1017,27.6,25,1.1
2009,"02068",510,13.6,71,4.4
2009,"27025",749,32.8,52,3.6
2009,"27079",575,24.1,57,2.9
2009,"19095",563,20.4,88,4.5
2009,"48247",500,23.2,157,13.5
2009,"51021",408,22.7,57,15.2
2009,"45017",595,28.4,151,6.7
2009,"29199",319,25.1,70,5.6
2009,"54045",463,24.5,25,4.6
2009,"13119",523,28.1,60,2.7
2009,"01131",382,32.6,78,2.6
2009,"22087",755,38.4,61,6
2009,"01099",447,25.8,56,7.3
2009,"08041",801,29.3,10,0.5
2009,"48505",461,38,70,10.8
2009,"40141",512,31.2,58,3.8
2009,"01129",503,26.1,55,7.3
2009,"21011",387,32,29,7.8
2009,"29133",454,33.1,32,6.6
2009,"28111",483,22.1,89,7.6
2009,"28013",474,25.2,53,3.6
2009,"47175",363,32.7,138,4.8
2009,"46123",468,25.3,119,10.9
2009,"40107",507,32.3,56,6.8
2009,"37103",547,30,43,6.7
2009,"36023",656,28.4,13,1.7
2009,"01049",494,24.9,18,1.9
2009,"31145",518,26.8,56,8.3
2009,"37087",648,29.2,28,2.4
2009,"08095",548,26.9,118,2
2009,"35061",661,30.6,43,2.9
2009,"48473",721,31.8,29,3.7
2009,"20077",465,25.3,27,2.2
2009,"41061",588,27.8,27,2.1
2009,"45085",611,26.7,16,1.2
2009,"46015",443,26,42,4.8
2009,"39071",604,29.6,26,2.5
2009,"39079",521,29,29,1.9
2009,"40043",484,29.3,129,10.7
2009,"27061",602,31,41,3.8
2009,"42097",508,26.6,14,0.9
2009,"53045",736,27.7,50,1.7
2009,"18169",533,27.4,29,1.5
2009,"01043",547,27.3,23,1.7
2009,"31021",535,24.5,63,3.2
2009,"46033",478,23.2,29,6
2009,"27065",733,28.9,67,2.9
2009,"51650",887,29.9,19,1.3
2009,"48361",633,31.8,29,4
2009,"40093",460,22.2,52,4.9
2009,"31133",435,22.8,46,7
2009,"48431",559,24.7,378,10.5
2009,"29087",467,24.6,64,2.6
2009,"38051",458,23.8,83,5.4
2009,"16045",675,29,107,3.3
2009,"47183",494,32.4,27,2.5
2009,"13291",634,29.5,40,3.1
2009,"40105",560,29,35,3.1
2009,"51049",698,31.1,66,3.1
2009,"51075",953,24.4,479,10.7
2009,"18183",551,29.4,46,3.2
2009,"18033",581,26.3,20,1.9
2009,"50011",790,30.8,38,2.7
2009,"17043",995,27.7,10,0.6
2009,"53053",865,30,7,0.5
2009,"39165",845,26.7,26,1.1
2009,"42011",718,28.6,11,0.6
2009,"54075",460,21.7,65,4.1
2009,"48339",866,28,16,0.9
2009,"13087",509,30.2,18,6.4
2009,"47069",498,28.8,34,2
2009,"29119",500,23.3,35,3
2009,"28125",451,39.2,37,16.5
2009,"22027",529,41.6,53,6.3
2009,"13235",463,27.7,62,6.1
2009,"48455",511,31.7,53,7.1
2009,"21001",417,24.8,45,5.4
2009,"09001",1184,31,16,0.7
2009,"30041",479,21,37,5.9
2009,"28029",539,29.2,33,4.2
2009,"09013",924,28.8,25,1.4
2009,"48085",945,27,10,0.5
2009,"13037",417,26.4,75,8.7
2009,"34037",1099,32.4,39,1.7
2009,"46085",329,14.7,75,2
2009,"48079",439,18.1,181,6
2009,"28127",572,24.6,44,4
2009,"31045",489,26.1,70,9.1
2009,"51195",485,26.7,19,4.1
2009,"29157",555,23.9,38,2.8
2009,"18023",629,28.7,21,2.4
2009,"19111",487,27,26,1.6
2009,"46003",503,18.3,76,4.8
2009,"20075",602,22.7,103,3.8
2009,"48417",434,20.1,142,5.9
2009,"40081",509,24.9,29,2.8
2009,"31073",537,21,21,16
2009,"46093",586,27.1,26,2.2
2009,"20209",691,31.8,14,1
2009,"12017",725,30.8,25,2.6
2009,"17021",545,27.9,21,2.3
2009,"55091",525,23.2,30,2.5
2009,"48011",577,29.3,68,20.9
2009,"28049",733,34.4,10,1.4
2009,"32001",799,25.6,46,3.9
2009,"48483",575,30,43,14.6
2009,"48233",562,23.8,44,3.4
2009,"13213",570,28.3,29,2.1
2009,"48325",634,30.9,52,4.6
2009,"21139",445,21.6,102,1.5
2009,"39059",503,30.5,23,2.5
2009,"51173",477,24.4,23,2.9
2009,"48319",540,30.3,254,3.1
2009,"55111",699,26.6,21,1.2
2009,"24015",923,28.9,27,1.5
2009,"27041",574,31.1,38,3
2009,"53073",774,33.5,14,1.4
2009,"39123",667,28.7,31,2.2
2009,"13313",632,28.8,19,2.1
2009,"17099",636,26.9,23,1.3
2009,"01103",550,26.1,17,1.7
2009,"20079",571,27.5,27,2.5
2009,"18171",591,26.9,35,7.4
2009,"47165",723,27.7,17,1.2
2009,"12033",802,32.7,14,1.2
2009,"18071",647,29,26,2.6
2009,"04011",379,8.3,25,1.1
2009,"17083",538,25.8,49,3.1
2009,"41029",787,31.6,10,0.9
2009,"39017",739,30.5,11,1.1
2009,"12071",975,32.4,13,0.8
2009,"48027",789,27.9,18,0.7
2009,"56035",931,20.2,92,2.7
2009,"13219",763,28.8,43,2.9
2009,"06013",1239,32.8,14,0.6
2009,"51061",1132,28,67,3.1
2009,"36059",1374,32.7,20,0.7
2009,"46095",392,27,104,7.7
2009,"26125",859,28.5,8,0.5
2009,"21125",505,28,21,2
2009,"12105",811,30.3,14,0.8
2009,"19053",472,33.3,39,8
2009,"29035",386,31,45,6.2
2009,"48197",620,25.4,80,7.5
2009,"12007",659,27.9,44,4.9
2009,"29039",532,30.1,66,7.7
2009,"05071",520,29,23,3.4
2009,"39057",759,31.2,17,1.8
2009,"13287",474,27,89,13.6
2009,"48427",442,35.1,32,6.4
2009,"37127",642,26.5,18,1.7
2009,"08053",604,18.4,100,1.8
2009,"56003",510,21.3,25,2.8
2009,"01009",541,24.9,28,1.8
2009,"38027",364,21.5,36,4.1
2009,"55003",488,24.9,28,2.8
2009,"17045",515,24.3,44,3
2009,"19005",491,19.1,51,3.4
2009,"46111",508,19.7,68,11
2009,"22115",716,24.3,10,1.2
2009,"40101",543,29.9,15,2
2009,"37191",613,27.9,15,1.1
2009,"13013",802,31.6,42,4.6
2009,"19085",560,29,53,2.5
2009,"18047",567,27.1,35,3.2
2009,"20061",719,27.6,31,1.8
2009,"06007",843,35.7,20,1.5
2009,"17139",525,21.9,27,2.7
2009,"36099",656,29.3,29,2.2
2009,"31067",564,24.6,36,2.2
2009,"02195",553,23.9,217,5.9
2009,"01083",528,25.6,17,2.3
2009,"55067",497,31.9,86,8.5
2009,"08079",846,38.1,95,7.5
2009,"16051",560,22.1,73,2
2009,"51820",640,30.3,34,3.7
2009,"16039",665,24.6,41,3.8
2009,"40049",524,24.3,31,4
2009,"22031",445,28.8,72,2.7
2009,"19185",420,24.3,32,3.1
2009,"37139",697,30.8,32,3.3
2009,"40095",554,22.5,60,4.7
2009,"08071",659,26.8,31,5
2009,"02150",992,27.6,96,4.7
2009,"01069",578,28,10,1
2009,"51043",956,29.3,35,3.6
2009,"33001",802,26.4,36,2.1
2009,"27055",515,24.8,45,2.7
2009,"31143",523,22.8,70,4
2009,"23019",643,29.7,12,0.9
2009,"17091",704,29.7,24,1.8
2009,"48215",585,33.9,10,1.2
2009,"27133",555,27.1,31,4
2009,"12113",896,29.1,42,1.1
2009,"51073",714,27.9,39,4.5
2009,"46103",653,28.1,18,1
2009,"17133",731,23.7,28,2.2
2009,"56039",960,23.4,142,2.1
2009,"27015",493,24.7,24,2.3
2009,"46017",433,21.6,25,4.2
2009,"51830",950,35.4,57,8.1
2009,"29015",489,32.5,89,4.2
2009,"12109",987,32.4,31,1.5
2009,"37079",587,27.1,31,4
2009,"18011",739,26.8,42,2.6
2009,"41063",635,22.6,69,2.5
2009,"13265",455,32.8,40,18.2
2009,"54089",411,28.8,139,7.5
2009,"51059",1452,27.9,13,0.5
2009,"06073",1198,33,7,0.3
2009,"05147",329,27,51,2.1
2009,"47151",424,27.3,30,3.9
2009,"51520",533,27.7,36,2.4
2009,"29099",668,27.2,17,1.8
2009,"35055",711,33,45,2.8
2009,"34027",1199,27.3,13,0.8
2009,"46115",438,20.6,51,3.2
2009,"37077",666,28,28,1.7
2009,"21163",597,26.2,55,2.2
2009,"30067",595,27.5,44,3.1
2009,"49041",562,23.4,51,3.8
2009,"29127",478,26.7,27,1.8
2009,"39065",556,30.4,37,4.8
2009,"55001",586,28,34,2.6
2009,"54069",496,28.5,21,1.4
2009,"17161",592,27.3,14,1.3
2009,"26027",594,28.3,30,2
2009,"20119",521,22.3,52,4.3
2009,"27097",520,26.5,52,3.2
2009,"26117",598,30.6,31,2.3
2009,"36073",633,27.9,31,2.8
2009,"37175",632,33.5,33,4.7
2009,"51760",778,32.5,10,0.9
2009,"17193",460,23.2,36,3.6
2009,"23029",492,27,36,1.4
2009,"55107",541,27.6,43,2
2009,"37033",519,29.6,54,5.1
2009,"37009",531,28.8,27,3
2009,"48415",575,27.8,75,3.6
2009,"48503",624,29.5,30,5
2009,"21195",495,28,26,1.7
2009,"12023",631,29.4,22,3.2
2009,"16033",500,15.4,66,3.4
2009,"54085",486,24.2,63,4
2009,"24035",936,29.4,102,1.8
2009,"27135",550,24.4,22,2.6
2009,"17049",530,28.2,26,2.1
2009,"40147",579,24.5,34,2.7
2009,"56033",652,26.5,36,1.4
2009,"36113",768,29.3,16,2
2009,"16001",763,28,12,0.9
2009,"34015",938,31.4,21,1.2
2009,"09011",954,28.8,15,0.9
2009,"12103",873,32.1,7,0.6
2009,"46099",648,26.3,11,1
2009,"17127",479,26.8,36,3.7
2009,"45089",430,31,93,3.7
2009,"29221",494,27.9,38,4.6
2009,"12029",526,31.5,32,8.7
2009,"21043",486,24.2,37,3.3
2009,"06067",964,32.4,6,0.4
2009,"27109",708,25.9,17,1.2
2009,"48351",487,21.5,54,7.4
2009,"37047",530,34.6,21,3.2
2009,"55133",861,27.4,11,0.6
2009,"48129",550,34.3,86,7.1
2009,"13251",480,29.5,46,8.7
2009,"48445",488,30.9,57,4.2
2009,"39121",534,24.4,45,4.8
2009,"47075",563,33.1,25,2.9
2009,"28019",497,24.1,59,5.8
2009,"46027",533,37,19,6.2
2009,"37131",514,33.1,49,5.8
2009,"54059",417,24.6,46,3.5
2009,"26085",478,36.3,110,4.8
2009,"29129",435,23.8,56,1.5
2009,"49039",533,25.7,18,4.8
2009,"26007",469,33.9,30,2.5
2009,"19039",466,19.3,69,2.6
2009,"18167",589,31.2,18,1.6
2009,"36033",584,32.2,23,2.7
2009,"45041",596,26.9,15,1.6
2009,"36025",579,27.1,35,2.6
2009,"37113",612,24.2,49,2.4
2009,"16057",630,38.4,34,3.1
2009,"20183",403,21.5,121,4
2009,"13021",668,32.7,20,1.4
2009,"48143",580,31.3,27,2.2
2009,"38041",390,15.8,74,8.3
2009,"22075",1046,31.4,85,4.2
2009,"48375",624,31.1,15,1.4
2009,"19087",540,25.9,24,3.9
2009,"39027",654,29.3,41,1.9
2009,"19033",569,26.6,19,1.7
2009,"26159",562,32.4,31,1.8
2009,"22071",818,37.4,13,1.6
2009,"20071",650,14.3,99,10.6
2009,"53027",635,27.1,20,1.2
2009,"35015",585,23.7,18,2.2
2009,"48073",558,29.8,20,3.5
2009,"51103",793,24,43,4
2009,"31057",371,14.7,108,3.2
2009,"06021",692,32.1,35,2.6
2009,"31017",433,30.1,79,4
2009,"27029",461,28,50,2.2
2009,"48321",550,28.8,38,2.9
2009,"35009",542,27.1,45,1.6
2009,"47111",482,30.6,46,4.1
2009,"40111",554,30.8,24,4
2009,"22007",549,27.6,56,9.4
2009,"51101",742,26,58,10.8
2009,"48309",718,34.1,12,1.4
2009,"48091",841,25.7,41,1.6
2009,"20069",558,17.8,36,2
2009,"27101",479,30.9,15,8.4
2009,"19165",530,27.7,62,2.2
2009,"51171",668,25.2,19,2.6
2009,"21037",653,27,29,1.6
2009,"15009",1251,30.5,37,1.4
2009,"06111",1350,32.5,13,0.6
2009,"26093",853,30.6,20,1.6
2009,"47157",762,32.7,7,0.6
2009,"17201",659,30.7,13,1
2009,"12009",882,33.1,11,0.8
2009,"17163",693,29.4,14,0.7
2009,"04009",577,23.3,31,2.3
2009,"29153",443,32.4,35,5.4
2009,"54017",527,23.6,44,5.6
2009,"05065",460,31,40,4.4
2009,"08089",544,28.8,28,2.4
2009,"54007",478,26.1,45,4.7
2009,"56037",753,18.5,38,1.5
2009,"42053",473,26.9,31,4
2009,"04012",502,26.5,92,4.9
2009,"25023",1009,30.2,20,1
2009,"48271",409,35.9,108,8.2
2009,"49055",652,19,268,3.6
2009,"54013",365,25.4,51,5.1
2009,"44001",859,31.1,31,2.3
2009,"35053",540,34.2,34,8.1
2009,"28069",491,32.2,84,6.5
2009,"29215",471,27.5,28,2
2009,"01023",510,30.2,147,10.2
2009,"29111",441,23.1,68,2.5
2009,"29123",522,29,37,3.2
2009,"05057",522,28.7,21,7.1
2009,"08073",647,27.6,33,5.9
2009,"06049",554,28.8,51,3.2
2009,"21171",402,31.6,40,3.6
2009,"55078",404,19.9,143,4.8
2009,"05033",576,29,31,2.6
2009,"48287",557,23.3,34,1.5
2009,"12055",701,32.3,29,2
2009,"22057",545,25.9,26,3.7
2009,"48097",720,30.8,25,3.9
2009,"38025",380,15,57,9.9
2009,"17057",550,28.9,30,3.4
2009,"26133",525,30.4,23,2.1
2009,"20055",616,25.5,38,2.6
2009,"30027",446,28.2,99,3.4
2009,"30043",573,23,99,4
2009,"26029",624,27.8,55,2.6
2009,"30013",537,25.2,20,1.4
2009,"17117",555,26.9,42,2.2
2009,"20115",406,19.7,48,3.2
2009,"42037",589,28.6,20,1.7
2009,"20193",505,21.8,72,3.9
2009,"31139",485,23.8,80,4.7
2009,"17169",451,19.7,30,7
2009,"20155",568,24.7,18,1.1
2009,"19063",518,27.9,35,3.1
2009,"37023",552,29.4,14,2
2009,"51139",630,26,27,3.1
2009,"42059",502,28.8,27,1.7
2009,"37155",525,28.6,12,2.1
2009,"54073",569,28.6,150,5.1
2009,"37181",618,31.6,26,3.6
2009,"51193",773,23.4,45,1
2009,"37173",591,30.1,75,7.5
2009,"18121",503,24.2,61,3.1
2009,"46073",423,21.7,24,5.6
2009,"48277",581,28,19,2
2009,"29195",493,24.5,36,2.8
2009,"21177",474,24.8,20,3.5
2009,"22043",634,24.3,28,3.3
2009,"26053",479,29.2,32,2.8
2009,"01053",506,32.3,23,3.8
2009,"17123",566,27.9,30,4.8
2009,"37151",590,29.6,13,1.6
2009,"26121",600,33.9,18,1.2
2009,"42133",725,26.8,11,0.6
2009,"36055",747,32.9,7,0.6
2009,"36091",855,26.2,16,1.2
2009,"13089",900,31.2,8,0.6
2009,"06041",1487,31.7,26,1.1
2009,"34001",934,32.1,20,1.1
2009,"28017",467,34.7,29,2.8
2009,"28043",534,33.2,42,5.1
2009,"46137",438,26,53,4.9
2009,"55117",616,25.7,14,1.2
2009,"01035",501,31.2,95,4.7
2009,"45031",558,26.3,19,3.4
2009,"10003",933,29.7,10,0.6
2009,"51550",961,29.8,21,1.2
2009,"16077",482,22.6,25,3.2
2009,"40067",387,22.3,45,1.5
2009,"21013",400,32.5,29,3.4
2009,"21057",241,26.5,72,5.5
2009,"25005",769,29,11,0.5
2009,"50007",951,33.5,19,1
2009,"54101",445,29.8,63,12.2
2009,"31115",542,22.5,353,22.9
2009,"05123",519,34.4,27,2.6
2009,"47029",477,27.7,28,2.9
2009,"29179",371,20.7,26,2.9
2009,"01111",456,25.3,61,4.6
2009,"01123",470,28.1,27,3.1
2009,"37041",616,24.7,35,3.2
2009,"21137",524,27.1,39,2.7
2009,"46121",359,19.7,63,8.3
2009,"37195",688,30.8,20,2
2009,"47127",489,17,155,8.9
2009,"30097",536,25,93,4.6
2009,"38001",350,25.3,61,9.6
2009,"46005",450,22.2,44,1.7
2009,"37111",495,24.1,31,1.9
2009,"21049",612,27.8,31,2.3
2009,"20153",342,22.4,74,3.6
2009,"20205",473,22.9,37,3
2009,"26101",607,29.7,41,2.6
2009,"48035",614,25.2,49,3.6
2009,"49021",615,27.3,34,1.5
2009,"27051",485,30.1,37,3.7
2009,"18017",557,24.7,29,1.8
2009,"42093",588,22.6,24,2.7
2009,"28047",811,31.2,19,1.5
2009,"01031",563,26.1,37,1.8
2009,"46135",502,26.8,38,2.5
2009,"19101",555,24.5,53,4.7
2009,"54071",473,29.2,188,11.4
2009,"41041",647,32.2,26,1.9
2009,"48051",527,25.4,61,5.1
2009,"47019",470,26.2,19,1.9
2009,"37073",666,27.4,108,7.4
2009,"26071",437,28.6,33,3.9
2009,"21233",483,26.5,31,3.8
2009,"37129",820,32.8,16,1.2
2009,"38035",619,31.2,17,1.7
2009,"53055",852,28.9,43,1.9
2009,"45013",973,29.9,27,1.4
2009,"18109",693,28.4,32,1.9
2009,"19035",466,20.6,24,2
2009,"38077",426,22.3,16,4.5
2009,"35001",692,29.6,8,0.6
2009,"39151",607,28.4,10,0.7
2009,"34031",1053,36.1,12,0.9
2009,"08057",656,27.2,117,14.4
2009,"55045",627,24.9,25,1.7
2009,"37187",510,39.2,86,9.3
2009,"12115",1002,34.5,18,1.1
2009,"47037",754,29.3,8,0.5
2009,"45065",394,33,65,6.3
2009,"47081",565,28.4,47,2.2
2009,"21079",546,30.6,65,4.8
2009,"53033",965,28.4,5,0.3
2009,"05077",491,31.4,50,5.5
2009,"08001",869,30.6,14,0.9
2009,"22045",608,29.2,27,3.1
2009,"05037",538,26.4,26,2.5
2009,"13191",599,29.4,120,6
2009,"28053",448,38.3,44,7.2
2009,"13289",621,26.3,179,11
2009,"21123",443,25.7,60,4.3
2009,"48471",679,36.6,30,4.1
2009,"40025",448,22.6,60,4.4
2009,"48297",591,21.6,70,7
2009,"48443",465,16.8,88,10.6
2009,"47135",518,27.5,62,3.2
2009,"40143",672,28.5,8,0.5
2009,"17071",515,19.6,30,4.5
2009,"13227",695,29,65,4.4
2009,"38045",433,20.9,56,3.3
2009,"53031",761,32.4,39,3
2009,"23015",741,25.8,58,3.5
2009,"08015",699,31.5,74,2.1
2009,"36097",600,30.4,52,3.1
2009,"01021",570,30.5,46,3.9
2009,"01033",541,28.3,18,2
2009,"46025",388,22.5,43,5.5
2009,"18009",507,29,42,2.6
2009,"26127",582,32.6,34,2.1
2009,"20099",474,25.5,46,3.3
2009,"17005",623,26.4,43,6.7
2009,"55051",440,28.4,38,2.1
2009,"28067",578,31.7,34,2.8
2009,"17105",572,25.8,21,1.9
2009,"08113",909,30,80,3.6
2009,"30049",642,27.9,23,1.6
2009,"18115",619,26.4,22,5.1
2009,"55077",649,26.1,24,2.6
2009,"40139",568,20.4,30,3.6
2009,"20033",329,9,13,4.9
2009,"31047",500,27.2,42,1.8
2009,"42073",590,28.4,26,1.6
2009,"01095",523,28.4,17,1.5
2009,"36043",567,28.6,16,1.6
2009,"51007",705,23.5,122,1.9
2009,"26123",589,30.7,23,2.7
2009,"27151",473,25.7,63,2.7
2009,"42111",498,26.3,17,2.2
2009,"31113",587,20.9,51,4.1
2009,"38049",409,18.9,56,2.9
2009,"29053",560,24.2,53,1.5
2009,"37013",575,28,40,1.7
2009,"21213",625,24.9,56,4.7
2009,"26033",589,30.1,40,3
2009,"40117",580,31.8,37,4
2009,"51530",693,29.6,98,19.1
2009,"46009",390,19.5,41,2
2009,"48161",638,30.9,79,12
2009,"04007",738,32.1,88,3.7
2009,"30061",564,26.8,49,9
2009,"48457",577,32.9,38,7.2
2009,"51019",590,23.6,27,2.9
2009,"36037",666,29.2,23,2.3
2009,"55115",572,26,21,2.2
2009,"20101",522,13.8,69,1.4
2009,"08069",821,34.5,17,1
2009,"13067",927,29.2,10,0.7
2009,"20177",637,28.5,15,0.9
2009,"16035",524,19.6,20,2.5
2009,"37177",438,23.4,172,8.3
2009,"35033",541,33.8,105,49.5
2009,"12086",965,37.5,6,0.5
2009,"45037",537,27.9,79,3.7
2009,"28079",579,27.7,84,2.5
2009,"18063",834,27.1,27,1.8
2009,"47091",466,27.6,33,4.5
2009,"37095",706,23.7,75,8.9
2009,"51025",626,29.7,42,8.1
2009,"01097",666,31.4,11,1.1
2009,"39001",498,30.5,35,2.4
2009,"05127",479,27.1,60,2.8
2009,"12047",573,30.1,109,3.6
2009,"21237",245,34.7,107,9.9
2009,"51690",540,31,28,7.2
2009,"05089",510,28.7,34,2.7
2009,"47177",517,24.2,25,2.5
2009,"05129",386,28.8,47,7.6
2009,"23007",525,28.5,31,2.9
2009,"01005",499,33.1,25,2.8
2009,"55015",613,24.2,28,2.1
2009,"19097",500,23.4,31,1.9
2009,"35013",611,33.2,21,1.3
2009,"17125",560,25.1,30,3.6
2009,"47155",645,26,20,1.7
2009,"19047",478,24.8,21,3.9
2009,"40119",583,37,15,2.1
2009,"37161",509,26.6,15,2.8
2009,"20035",582,26.9,22,1.7
2009,"47159",525,29.8,27,3
2009,"48347",636,38.8,24,3.2
2009,"51047",926,31.5,48,4
2009,"31185",539,23.2,31,1.9
2009,"19151",396,19.7,44,2.7
2009,"16041",568,26.9,62,3
2009,"13157",691,30.8,34,2.6
2009,"19107",481,22.5,30,1.5
2009,"41053",717,32.4,38,2.7
2009,"48103",554,26.1,355,15.4
2009,"04003",692,28.5,21,1.4
2009,"16065",605,35.4,31,6.1
2009,"29025",550,29.6,68,4.4
2009,"01039",494,28.4,46,3.7
2009,"08061",517,25.4,63,11.5
2009,"28141",437,34.3,27,5.3
2009,"22121",620,32.6,30,3.7
2009,"12075",599,28.1,47,2.6
2009,"29011",553,21.9,59,6.3
2009,"41001",586,34,25,6
2009,"31165",658,19.7,351,19.8
2009,"29205",402,20.8,65,1.8
2009,"06035",855,31.3,93,2.8
2009,"48343",438,30.7,28,5.7
2009,"53029",897,28.7,27,1.4
2009,"37147",650,36.1,15,1.8
2009,"26145",650,35.2,16,2.3
2009,"26089",695,26.3,77,3.5
2009,"24043",750,27.5,21,1.1
2009,"29019",710,31.5,16,1.6
2009,"46029",551,25.8,26,2
2009,"05143",654,27.2,13,1.2
2009,"27129",525,30.2,51,3.7
2009,"29003",598,26.1,54,4.1
2009,"36061",1206,27.2,10,0.2
2009,"09005",866,29,28,1.1
2009,"27085",623,25.2,21,2.6
2009,"45063",728,28.1,16,0.8
